:START_ID,:END_ID,relation,confidence:float,:TYPE
P000006,E000048,参与,0.9,PERSON_PARTICIPATES_EVENT
P000061,E000049,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000049,参与,0.9,PERSON_PARTICIPATES_EVENT
P000054,E000049,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000049,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000050,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000050,参与,0.9,PERSON_PARTICIPATES_EVENT
P000062,E000050,参与,0.9,PERSON_PARTICIPATES_EVENT
P000063,E000050,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000051,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000051,参与,0.9,PERSON_PARTICIPATES_EVENT
P000064,E000052,参与,0.9,PERSON_PARTICIPATES_EVENT
P000067,E000053,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000053,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000054,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000054,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000054,参与,0.9,PERSON_PARTICIPATES_EVENT
P000070,E000054,参与,0.9,PERSON_PARTICIPATES_EVENT
P000071,E000054,参与,0.9,PERSON_PARTICIPATES_EVENT
P000055,E000054,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000055,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000055,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000056,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000057,参与,0.9,PERSON_PARTICIPATES_EVENT
P000076,E000058,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000058,参与,0.9,PERSON_PARTICIPATES_EVENT
P000073,E000059,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000059,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000059,参与,0.9,PERSON_PARTICIPATES_EVENT
P000074,E000060,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000060,参与,0.9,PERSON_PARTICIPATES_EVENT
P000075,E000060,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000061,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000061,参与,0.9,PERSON_PARTICIPATES_EVENT
P000077,E000062,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000062,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000063,参与,0.95,PERSON_PARTICIPATES_EVENT
P000087,E000063,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000064,参与,0.9,PERSON_PARTICIPATES_EVENT
P000087,E000064,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000065,参与,0.9,PERSON_PARTICIPATES_EVENT
P000078,E000065,参与,0.9,PERSON_PARTICIPATES_EVENT
P000079,E000065,参与,0.9,PERSON_PARTICIPATES_EVENT
P000087,E000065,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000066,参与,0.95,PERSON_PARTICIPATES_EVENT
P000080,E000066,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000066,参与,0.95,PERSON_PARTICIPATES_EVENT
P000082,E000067,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000067,参与,0.9,PERSON_PARTICIPATES_EVENT
P000081,E000068,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000068,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000069,参与,0.9,PERSON_PARTICIPATES_EVENT
P000084,E000070,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000070,参与,0.9,PERSON_PARTICIPATES_EVENT
P000085,E000070,参与,0.9,PERSON_PARTICIPATES_EVENT
P000086,E000070,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000071,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000071,参与,0.95,PERSON_PARTICIPATES_EVENT
P000005,E000074,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000074,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000075,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000077,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000077,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000077,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000078,参与,0.9,PERSON_PARTICIPATES_EVENT
P000088,E000079,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000079,参与,0.9,PERSON_PARTICIPATES_EVENT
P000090,E000080,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000080,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000082,参与,0.9,PERSON_PARTICIPATES_EVENT
P000091,E000082,参与,0.9,PERSON_PARTICIPATES_EVENT
P000092,E000082,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000082,参与,0.9,PERSON_PARTICIPATES_EVENT
P000093,E000083,参与,0.9,PERSON_PARTICIPATES_EVENT
P000094,E000083,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000083,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000084,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000084,参与,0.9,PERSON_PARTICIPATES_EVENT
P000101,E000085,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000085,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000085,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000085,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000086,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000086,参与,0.9,PERSON_PARTICIPATES_EVENT
P000102,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000103,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000104,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000105,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000106,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000087,参与,0.9,PERSON_PARTICIPATES_EVENT
P000107,E000088,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000088,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000088,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000089,参与,0.9,PERSON_PARTICIPATES_EVENT
P000110,E000091,参与,0.9,PERSON_PARTICIPATES_EVENT
P000111,E000092,参与,0.9,PERSON_PARTICIPATES_EVENT
P000112,E000092,参与,0.9,PERSON_PARTICIPATES_EVENT
P000012,E000102,参与,0.9,PERSON_PARTICIPATES_EVENT
P000113,E000102,参与,0.9,PERSON_PARTICIPATES_EVENT
P000012,E000103,参与,0.9,PERSON_PARTICIPATES_EVENT
P000017,E000103,参与,0.9,PERSON_PARTICIPATES_EVENT
P000041,E000103,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000104,参与,0.9,PERSON_PARTICIPATES_EVENT
P000115,E000104,参与,0.9,PERSON_PARTICIPATES_EVENT
P000116,E000104,参与,0.9,PERSON_PARTICIPATES_EVENT
P000069,E000104,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000105,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000105,参与,0.9,PERSON_PARTICIPATES_EVENT
P000119,E000106,参与,0.9,PERSON_PARTICIPATES_EVENT
P000118,E000106,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000106,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000106,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000107,参与,0.9,PERSON_PARTICIPATES_EVENT
P000120,E000107,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000107,参与,0.9,PERSON_PARTICIPATES_EVENT
P000121,E000108,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000108,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000109,参与,0.9,PERSON_PARTICIPATES_EVENT
P000122,E000109,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000109,参与,0.9,PERSON_PARTICIPATES_EVENT
P000123,E000109,参与,0.9,PERSON_PARTICIPATES_EVENT
P000125,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000126,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000127,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000128,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000110,参与,0.9,PERSON_PARTICIPATES_EVENT
P000129,E000111,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000111,参与,0.9,PERSON_PARTICIPATES_EVENT
P000130,E000111,参与,0.9,PERSON_PARTICIPATES_EVENT
P000131,E000111,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000112,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000112,参与,0.9,PERSON_PARTICIPATES_EVENT
P000132,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000133,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000136,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000135,E000113,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000114,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000114,参与,0.9,PERSON_PARTICIPATES_EVENT
P000033,E000114,参与,0.9,PERSON_PARTICIPATES_EVENT
P000137,E000115,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000116,参与,0.9,PERSON_PARTICIPATES_EVENT
P000063,E000117,参与,0.9,PERSON_PARTICIPATES_EVENT
P000062,E000118,参与,0.9,PERSON_PARTICIPATES_EVENT
P000139,E000119,参与,0.9,PERSON_PARTICIPATES_EVENT
P000140,E000120,参与,0.9,PERSON_PARTICIPATES_EVENT
P000141,E000121,参与,0.9,PERSON_PARTICIPATES_EVENT
P000142,E000122,参与,0.9,PERSON_PARTICIPATES_EVENT
P000143,E000123,参与,0.9,PERSON_PARTICIPATES_EVENT
P000144,E000124,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000125,参与,0.9,PERSON_PARTICIPATES_EVENT
P000145,E000126,参与,0.9,PERSON_PARTICIPATES_EVENT
P000145,E000127,参与,0.9,PERSON_PARTICIPATES_EVENT
P000145,E000128,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000129,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000129,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000130,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000131,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000131,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000132,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000132,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000133,参与,0.9,PERSON_PARTICIPATES_EVENT
P000147,E000133,参与,0.9,PERSON_PARTICIPATES_EVENT
P000148,E000133,参与,0.9,PERSON_PARTICIPATES_EVENT
P000149,E000133,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000133,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000134,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000134,参与,0.9,PERSON_PARTICIPATES_EVENT
P000063,E000135,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000135,参与,0.9,PERSON_PARTICIPATES_EVENT
P000151,E000135,参与,0.9,PERSON_PARTICIPATES_EVENT
P000062,E000136,参与,0.9,PERSON_PARTICIPATES_EVENT
P000152,E000136,参与,0.9,PERSON_PARTICIPATES_EVENT
P000153,E000136,参与,0.9,PERSON_PARTICIPATES_EVENT
P000154,E000136,参与,0.9,PERSON_PARTICIPATES_EVENT
P000155,E000136,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000137,参与,0.9,PERSON_PARTICIPATES_EVENT
P000062,E000137,参与,0.9,PERSON_PARTICIPATES_EVENT
P000156,E000137,参与,0.9,PERSON_PARTICIPATES_EVENT
P000153,E000137,参与,0.9,PERSON_PARTICIPATES_EVENT
P000154,E000137,参与,0.9,PERSON_PARTICIPATES_EVENT
P000062,E000138,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000139,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000139,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000139,参与,0.9,PERSON_PARTICIPATES_EVENT
P000157,E000139,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000140,参与,0.9,PERSON_PARTICIPATES_EVENT
P000138,E000140,参与,0.9,PERSON_PARTICIPATES_EVENT
P000158,E000140,参与,0.9,PERSON_PARTICIPATES_EVENT
P000159,E000140,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000141,参与,0.9,PERSON_PARTICIPATES_EVENT
P000160,E000141,参与,0.9,PERSON_PARTICIPATES_EVENT
P000114,E000142,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000143,参与,0.95,PERSON_PARTICIPATES_EVENT
P000114,E000143,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000144,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000144,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000144,参与,0.9,PERSON_PARTICIPATES_EVENT
P000884,E000146,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000146,参与,0.95,PERSON_PARTICIPATES_EVENT
P000165,E000147,参与,0.95,PERSON_PARTICIPATES_EVENT
P000831,E000147,参与,0.95,PERSON_PARTICIPATES_EVENT
P000173,E000148,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000148,参与,0.95,PERSON_PARTICIPATES_EVENT
P000117,E000148,参与,0.95,PERSON_PARTICIPATES_EVENT
P000098,E000149,参与,0.95,PERSON_PARTICIPATES_EVENT
P000096,E000149,参与,0.95,PERSON_PARTICIPATES_EVENT
P000163,E000149,参与,0.95,PERSON_PARTICIPATES_EVENT
P000165,E000149,参与,0.95,PERSON_PARTICIPATES_EVENT
P000176,E000149,参与,0.95,PERSON_PARTICIPATES_EVENT
P000378,E000149,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000150,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000150,参与,0.95,PERSON_PARTICIPATES_EVENT
P000178,E000151,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000151,参与,0.95,PERSON_PARTICIPATES_EVENT
P000184,E000152,参与,0.9,PERSON_PARTICIPATES_EVENT
P000185,E000152,参与,0.9,PERSON_PARTICIPATES_EVENT
P000186,E000153,参与,0.9,PERSON_PARTICIPATES_EVENT
P000187,E000153,参与,0.9,PERSON_PARTICIPATES_EVENT
P000192,E000158,参与,0.9,PERSON_PARTICIPATES_EVENT
P000193,E000159,参与,0.9,PERSON_PARTICIPATES_EVENT
P000193,E000160,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000160,参与,0.9,PERSON_PARTICIPATES_EVENT
P000189,E000160,参与,0.9,PERSON_PARTICIPATES_EVENT
P000005,E000161,参与,0.9,PERSON_PARTICIPATES_EVENT
P000193,E000161,参与,0.9,PERSON_PARTICIPATES_EVENT
P000117,E000162,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000162,参与,0.9,PERSON_PARTICIPATES_EVENT
P000067,E000162,参与,0.9,PERSON_PARTICIPATES_EVENT
P000197,E000163,参与,0.9,PERSON_PARTICIPATES_EVENT
P000198,E000163,参与,0.9,PERSON_PARTICIPATES_EVENT
P000199,E000163,参与,0.9,PERSON_PARTICIPATES_EVENT
P000202,E000164,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000164,参与,0.9,PERSON_PARTICIPATES_EVENT
P000206,E000165,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000165,参与,0.9,PERSON_PARTICIPATES_EVENT
P000205,E000165,参与,0.9,PERSON_PARTICIPATES_EVENT
P000207,E000166,参与,0.9,PERSON_PARTICIPATES_EVENT
P000208,E000166,参与,0.9,PERSON_PARTICIPATES_EVENT
P000210,E000167,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000167,参与,0.9,PERSON_PARTICIPATES_EVENT
P000220,E000168,参与,0.9,PERSON_PARTICIPATES_EVENT
P000221,E000168,参与,0.9,PERSON_PARTICIPATES_EVENT
P000222,E000168,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000168,参与,0.9,PERSON_PARTICIPATES_EVENT
P000223,E000168,参与,0.9,PERSON_PARTICIPATES_EVENT
P000224,E000169,参与,0.9,PERSON_PARTICIPATES_EVENT
P000225,E000169,参与,0.9,PERSON_PARTICIPATES_EVENT
P000226,E000170,参与,0.9,PERSON_PARTICIPATES_EVENT
P000227,E000170,参与,0.9,PERSON_PARTICIPATES_EVENT
P000228,E000170,参与,0.9,PERSON_PARTICIPATES_EVENT
P000238,E000171,参与,0.9,PERSON_PARTICIPATES_EVENT
P000242,E000171,参与,0.9,PERSON_PARTICIPATES_EVENT
P000241,E000171,参与,0.9,PERSON_PARTICIPATES_EVENT
P000238,E000172,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000172,参与,0.9,PERSON_PARTICIPATES_EVENT
P000243,E000173,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000173,参与,0.9,PERSON_PARTICIPATES_EVENT
P000231,E000174,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000258,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000229,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000259,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000260,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000261,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000161,E000175,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000176,参与,0.9,PERSON_PARTICIPATES_EVENT
P000229,E000177,参与,0.9,PERSON_PARTICIPATES_EVENT
P000263,E000177,参与,0.9,PERSON_PARTICIPATES_EVENT
P000264,E000177,参与,0.9,PERSON_PARTICIPATES_EVENT
P000265,E000177,参与,0.9,PERSON_PARTICIPATES_EVENT
P000229,E000178,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000179,参与,0.9,PERSON_PARTICIPATES_EVENT
P000243,E000179,参与,0.9,PERSON_PARTICIPATES_EVENT
P000267,E000179,参与,0.9,PERSON_PARTICIPATES_EVENT
P000268,E000179,参与,0.9,PERSON_PARTICIPATES_EVENT
P000257,E000179,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000180,参与,0.9,PERSON_PARTICIPATES_EVENT
P000280,E000180,参与,0.9,PERSON_PARTICIPATES_EVENT
P000280,E000180,参与,0.9,PERSON_PARTICIPATES_EVENT
P000243,E000181,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000256,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000272,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000033,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000273,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000269,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000270,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000271,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000257,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000257,E000182,参与,0.9,PERSON_PARTICIPATES_EVENT
P000274,E000183,参与,0.9,PERSON_PARTICIPATES_EVENT
P000256,E000184,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000184,参与,0.9,PERSON_PARTICIPATES_EVENT
P000281,E000186,参与,0.9,PERSON_PARTICIPATES_EVENT
P000005,E000186,参与,0.9,PERSON_PARTICIPATES_EVENT
P000284,E000187,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000187,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000187,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000188,参与,0.95,PERSON_PARTICIPATES_EVENT
P000117,E000188,参与,0.95,PERSON_PARTICIPATES_EVENT
P000197,E000188,参与,0.95,PERSON_PARTICIPATES_EVENT
P000112,E000188,参与,0.95,PERSON_PARTICIPATES_EVENT
P000283,E000189,参与,0.95,PERSON_PARTICIPATES_EVENT
P000282,E000189,参与,0.95,PERSON_PARTICIPATES_EVENT
P000117,E000189,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000190,参与,0.95,PERSON_PARTICIPATES_EVENT
P000120,E000190,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000191,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000191,参与,0.95,PERSON_PARTICIPATES_EVENT
P000071,E000191,参与,0.95,PERSON_PARTICIPATES_EVENT
P000055,E000191,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000192,参与,0.9,PERSON_PARTICIPATES_EVENT
P000006,E000192,参与,0.9,PERSON_PARTICIPATES_EVENT
P000285,E000193,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000193,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000194,参与,0.95,PERSON_PARTICIPATES_EVENT
P000286,E000194,参与,0.95,PERSON_PARTICIPATES_EVENT
P000287,E000194,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000195,参与,0.95,PERSON_PARTICIPATES_EVENT
P000292,E000195,参与,0.95,PERSON_PARTICIPATES_EVENT
P000270,E000195,参与,0.95,PERSON_PARTICIPATES_EVENT
P000286,E000195,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000196,参与,0.95,PERSON_PARTICIPATES_EVENT
P000270,E000196,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000197,参与,0.95,PERSON_PARTICIPATES_EVENT
P000001,E000198,参与,0.9,PERSON_PARTICIPATES_EVENT
P000005,E000200,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000201,参与,0.95,PERSON_PARTICIPATES_EVENT
P000011,E000201,参与,0.95,PERSON_PARTICIPATES_EVENT
P000069,E000201,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000202,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000202,参与,0.95,PERSON_PARTICIPATES_EVENT
P000069,E000203,参与,0.95,PERSON_PARTICIPATES_EVENT
P000055,E000203,参与,0.95,PERSON_PARTICIPATES_EVENT
P000293,E000204,参与,0.95,PERSON_PARTICIPATES_EVENT
P000294,E000204,参与,0.95,PERSON_PARTICIPATES_EVENT
P000298,E000204,参与,0.95,PERSON_PARTICIPATES_EVENT
P000295,E000204,参与,0.95,PERSON_PARTICIPATES_EVENT
P000006,E000204,参与,0.95,PERSON_PARTICIPATES_EVENT
P000299,E000205,参与,0.9,PERSON_PARTICIPATES_EVENT
