:START_ID,:END_ID,relation,confidence:float,:TYPE
E000063,T000074,发生于,0.95,EVENT_OCCURS_AT
E000064,T000075,发生于,0.9,EVENT_OCCURS_AT
E000065,T000075,发生于,0.9,EVENT_OCCURS_AT
E000066,T000076,发生于,0.95,EVENT_OCCURS_AT
E000067,T000077,发生于,0.9,EVENT_OCCURS_AT
E000069,T000078,发生于,0.9,EVENT_OCCURS_AT
E000070,T000079,发生于,0.9,EVENT_OCCURS_AT
E000071,T000080,发生于,0.95,EVENT_OCCURS_AT
E000072,T000081,发生于,0.9,EVENT_OCCURS_AT
E000073,T000082,发生于,0.9,EVENT_OCCURS_AT
E000077,T000157,发生于,0.9,EVENT_OCCURS_AT
E000081,T000084,发生于,0.9,EVENT_OCCURS_AT
E000082,T000085,发生于,0.9,EVENT_OCCURS_AT
E000083,T000087,发生于,0.9,EVENT_OCCURS_AT
E000084,T000088,发生于,0.9,EVENT_OCCURS_AT
E000085,T000089,发生于,0.9,EVENT_OCCURS_AT
E000086,T000090,发生于,0.9,EVENT_OCCURS_AT
E000087,T000091,发生于,0.9,EVENT_OCCURS_AT
E000088,T000092,发生于,0.9,EVENT_OCCURS_AT
E000089,T000072,发生于,0.9,EVENT_OCCURS_AT
E000090,T000094,发生于,0.9,EVENT_OCCURS_AT
E000091,T000095,发生于,0.9,EVENT_OCCURS_AT
E000092,T000096,发生于,0.9,EVENT_OCCURS_AT
E000093,T000097,发生于,0.9,EVENT_OCCURS_AT
E000094,T000098,发生于,0.9,EVENT_OCCURS_AT
E000095,T000099,发生于,0.9,EVENT_OCCURS_AT
E000096,T000099,发生于,0.9,EVENT_OCCURS_AT
E000097,T000100,发生于,0.9,EVENT_OCCURS_AT
E000098,T000101,发生于,0.9,EVENT_OCCURS_AT
E000099,T000102,发生于,0.9,EVENT_OCCURS_AT
E000100,T000102,发生于,0.9,EVENT_OCCURS_AT
E000101,T000015,发生于,0.9,EVENT_OCCURS_AT
E000102,T000103,发生于,0.9,EVENT_OCCURS_AT
E000103,T000103,发生于,0.9,EVENT_OCCURS_AT
E000104,T000105,发生于,0.9,EVENT_OCCURS_AT
E000105,T000106,发生于,0.9,EVENT_OCCURS_AT
E000106,T000107,发生于,0.9,EVENT_OCCURS_AT
E000107,T000108,发生于,0.9,EVENT_OCCURS_AT
E000108,T000109,发生于,0.9,EVENT_OCCURS_AT
E000109,T000111,发生于,0.9,EVENT_OCCURS_AT
E000110,T000113,发生于,0.9,EVENT_OCCURS_AT
E000111,T000114,发生于,0.9,EVENT_OCCURS_AT
E000113,T000117,发生于,0.9,EVENT_OCCURS_AT
E000114,T000118,发生于,0.9,EVENT_OCCURS_AT
E000115,T000120,发生于,0.9,EVENT_OCCURS_AT
E000126,T000121,发生于,0.9,EVENT_OCCURS_AT
E000127,T000029,发生于,0.9,EVENT_OCCURS_AT
E000128,T000121,发生于,0.9,EVENT_OCCURS_AT
E000129,T000122,发生于,0.9,EVENT_OCCURS_AT
E000130,T000122,发生于,0.9,EVENT_OCCURS_AT
E000132,T000123,发生于,0.9,EVENT_OCCURS_AT
E000133,T000124,发生于,0.9,EVENT_OCCURS_AT
E000134,T000125,发生于,0.9,EVENT_OCCURS_AT
E000139,T000126,发生于,0.9,EVENT_OCCURS_AT
E000140,T000127,发生于,0.9,EVENT_OCCURS_AT
E000141,T000128,发生于,0.9,EVENT_OCCURS_AT
E000148,T000141,发生于,0.95,EVENT_OCCURS_AT
E000149,T000143,发生于,0.95,EVENT_OCCURS_AT
E000152,T000154,发生于,0.9,EVENT_OCCURS_AT
E000153,T000154,发生于,0.9,EVENT_OCCURS_AT
E000154,T000155,发生于,0.9,EVENT_OCCURS_AT
E000155,T000158,发生于,0.9,EVENT_OCCURS_AT
E000156,T000160,发生于,0.9,EVENT_OCCURS_AT
E000157,T000170,发生于,0.9,EVENT_OCCURS_AT
E000158,T000164,发生于,0.9,EVENT_OCCURS_AT
E000159,T000173,发生于,0.9,EVENT_OCCURS_AT
E000162,T000174,发生于,0.9,EVENT_OCCURS_AT
E000163,T000175,发生于,0.9,EVENT_OCCURS_AT
E000164,T000177,发生于,0.9,EVENT_OCCURS_AT
E000165,T000082,发生于,0.9,EVENT_OCCURS_AT
E000167,T000183,发生于,0.9,EVENT_OCCURS_AT
E000168,T000210,发生于,0.9,EVENT_OCCURS_AT
E000169,T000211,发生于,0.9,EVENT_OCCURS_AT
E000170,T000212,发生于,0.9,EVENT_OCCURS_AT
E000173,T000226,发生于,0.9,EVENT_OCCURS_AT
E000175,T000228,发生于,0.9,EVENT_OCCURS_AT
E000176,T000229,发生于,0.9,EVENT_OCCURS_AT
E000178,T000231,发生于,0.9,EVENT_OCCURS_AT
E000180,T000234,发生于,0.9,EVENT_OCCURS_AT
E000181,T000235,发生于,0.9,EVENT_OCCURS_AT
E000183,T000242,发生于,0.9,EVENT_OCCURS_AT
E000188,T000248,发生于,0.95,EVENT_OCCURS_AT
E000189,T000175,发生于,0.95,EVENT_OCCURS_AT
E000198,T000001,发生于,0.9,EVENT_OCCURS_AT
E000200,T000263,发生于,0.95,EVENT_OCCURS_AT
E000201,T000264,发生于,0.95,EVENT_OCCURS_AT
E000202,T000267,发生于,0.95,EVENT_OCCURS_AT
E000205,T000274,发生于,0.9,EVENT_OCCURS_AT
E000206,T000275,发生于,0.95,EVENT_OCCURS_AT
E000207,T000273,发生于,0.95,EVENT_OCCURS_AT
E000214,T000285,发生于,0.9,EVENT_OCCURS_AT
E000216,T001746,发生于,0.9,EVENT_OCCURS_AT
E000239,T000313,发生于,0.95,EVENT_OCCURS_AT
E000240,T000314,发生于,0.95,EVENT_OCCURS_AT
E000241,T000315,发生于,0.95,EVENT_OCCURS_AT
E000243,T000317,发生于,0.95,EVENT_OCCURS_AT
E000244,T000318,发生于,0.95,EVENT_OCCURS_AT
E000246,T000319,发生于,0.95,EVENT_OCCURS_AT
E000253,T000322,发生于,0.9,EVENT_OCCURS_AT
E000256,T000324,发生于,0.9,EVENT_OCCURS_AT
E000257,T000326,发生于,0.9,EVENT_OCCURS_AT
E000258,T000327,发生于,0.9,EVENT_OCCURS_AT
E000259,T000328,发生于,0.9,EVENT_OCCURS_AT
E000260,T000329,发生于,0.9,EVENT_OCCURS_AT
E000261,T000330,发生于,0.9,EVENT_OCCURS_AT
E000262,T000331,发生于,0.9,EVENT_OCCURS_AT
E000263,T000333,发生于,0.9,EVENT_OCCURS_AT
E000264,T000335,发生于,0.9,EVENT_OCCURS_AT
E000265,T000336,发生于,0.9,EVENT_OCCURS_AT
E000266,T000336,发生于,0.9,EVENT_OCCURS_AT
E000267,T000337,发生于,0.9,EVENT_OCCURS_AT
E000268,T000337,发生于,0.9,EVENT_OCCURS_AT
E000269,T000338,发生于,0.9,EVENT_OCCURS_AT
E000270,T000339,发生于,0.9,EVENT_OCCURS_AT
E000271,T000342,发生于,0.9,EVENT_OCCURS_AT
E000272,T000343,发生于,0.9,EVENT_OCCURS_AT
E000273,T000344,发生于,0.9,EVENT_OCCURS_AT
E000275,T000349,发生于,0.9,EVENT_OCCURS_AT
E000276,T000350,发生于,0.9,EVENT_OCCURS_AT
E000277,T000352,发生于,0.9,EVENT_OCCURS_AT
E000278,T000354,发生于,0.9,EVENT_OCCURS_AT
E000279,T000356,发生于,0.9,EVENT_OCCURS_AT
E000280,T000357,发生于,0.9,EVENT_OCCURS_AT
E000281,T000358,发生于,0.9,EVENT_OCCURS_AT
E000282,T000359,发生于,0.9,EVENT_OCCURS_AT
E000283,T000361,发生于,0.9,EVENT_OCCURS_AT
E000284,T000362,发生于,0.9,EVENT_OCCURS_AT
E000285,T000362,发生于,0.9,EVENT_OCCURS_AT
E000286,T000363,发生于,0.9,EVENT_OCCURS_AT
E000287,T000365,发生于,0.9,EVENT_OCCURS_AT
E000288,T000366,发生于,0.9,EVENT_OCCURS_AT
E000289,T000369,发生于,0.9,EVENT_OCCURS_AT
E000290,T000370,发生于,0.9,EVENT_OCCURS_AT
E000291,T000371,发生于,0.9,EVENT_OCCURS_AT
E000292,T000372,发生于,0.9,EVENT_OCCURS_AT
E000293,T000373,发生于,0.9,EVENT_OCCURS_AT
E000297,T000374,发生于,0.9,EVENT_OCCURS_AT
E000298,T000375,发生于,0.9,EVENT_OCCURS_AT
E000299,T000376,发生于,0.9,EVENT_OCCURS_AT
E000300,T000377,发生于,0.9,EVENT_OCCURS_AT
E000301,T000378,发生于,0.9,EVENT_OCCURS_AT
E000302,T000379,发生于,0.9,EVENT_OCCURS_AT
E000303,T000380,发生于,0.9,EVENT_OCCURS_AT
E000304,T000381,发生于,0.9,EVENT_OCCURS_AT
E000305,T000382,发生于,0.9,EVENT_OCCURS_AT
E000306,T001437,发生于,0.9,EVENT_OCCURS_AT
E000307,T000383,发生于,0.9,EVENT_OCCURS_AT
E000308,T000384,发生于,0.9,EVENT_OCCURS_AT
E000309,T000385,发生于,0.9,EVENT_OCCURS_AT
E000310,T000386,发生于,0.9,EVENT_OCCURS_AT
E000311,T000387,发生于,0.9,EVENT_OCCURS_AT
E000312,T000388,发生于,0.9,EVENT_OCCURS_AT
E000313,T000389,发生于,0.9,EVENT_OCCURS_AT
E000314,T000390,发生于,0.9,EVENT_OCCURS_AT
E000315,T000391,发生于,0.9,EVENT_OCCURS_AT
E000316,T000392,发生于,0.9,EVENT_OCCURS_AT
E000317,T000393,发生于,0.9,EVENT_OCCURS_AT
E000318,T000394,发生于,0.9,EVENT_OCCURS_AT
E000319,T000395,发生于,0.9,EVENT_OCCURS_AT
E000320,T000396,发生于,0.9,EVENT_OCCURS_AT
E000321,T000397,发生于,0.9,EVENT_OCCURS_AT
E000322,T000399,发生于,0.9,EVENT_OCCURS_AT
E000323,T000400,发生于,0.9,EVENT_OCCURS_AT
E000324,T000401,发生于,0.9,EVENT_OCCURS_AT
E000325,T000402,发生于,0.9,EVENT_OCCURS_AT
E000326,T000403,发生于,0.9,EVENT_OCCURS_AT
E000327,T000404,发生于,0.9,EVENT_OCCURS_AT
E000328,T000405,发生于,0.9,EVENT_OCCURS_AT
E000329,T000406,发生于,0.9,EVENT_OCCURS_AT
E000330,T000407,发生于,0.9,EVENT_OCCURS_AT
E000331,T000408,发生于,0.9,EVENT_OCCURS_AT
E000332,T000409,发生于,0.9,EVENT_OCCURS_AT
E000333,T000410,发生于,0.9,EVENT_OCCURS_AT
E000334,T000411,发生于,0.9,EVENT_OCCURS_AT
E000335,T000411,发生于,0.9,EVENT_OCCURS_AT
E000336,T000412,发生于,0.9,EVENT_OCCURS_AT
E000337,T000413,发生于,0.9,EVENT_OCCURS_AT
E000338,T000414,发生于,0.9,EVENT_OCCURS_AT
E000339,T000398,发生于,0.9,EVENT_OCCURS_AT
E000340,T000415,发生于,0.9,EVENT_OCCURS_AT
E000341,T000416,发生于,0.9,EVENT_OCCURS_AT
E000342,T000417,发生于,0.9,EVENT_OCCURS_AT
E000343,T000418,发生于,0.9,EVENT_OCCURS_AT
E000344,T000419,发生于,0.9,EVENT_OCCURS_AT
E000345,T000420,发生于,0.9,EVENT_OCCURS_AT
E000346,T000421,发生于,0.9,EVENT_OCCURS_AT
E000347,T000422,发生于,0.9,EVENT_OCCURS_AT
E000348,T000423,发生于,0.9,EVENT_OCCURS_AT
E000349,T000424,发生于,0.9,EVENT_OCCURS_AT
E000350,T000425,发生于,0.9,EVENT_OCCURS_AT
E000351,T000426,发生于,0.9,EVENT_OCCURS_AT
E000352,T000427,发生于,0.9,EVENT_OCCURS_AT
E000353,T000428,发生于,0.9,EVENT_OCCURS_AT
E000354,T000429,发生于,0.9,EVENT_OCCURS_AT
E000355,T000430,发生于,0.9,EVENT_OCCURS_AT
E000356,T000431,发生于,0.9,EVENT_OCCURS_AT
E000357,T000432,发生于,0.9,EVENT_OCCURS_AT
E000358,T000433,发生于,0.9,EVENT_OCCURS_AT
E000359,T000434,发生于,0.9,EVENT_OCCURS_AT
E000360,T000435,发生于,0.9,EVENT_OCCURS_AT
E000361,T000436,发生于,0.9,EVENT_OCCURS_AT
E000362,T000437,发生于,0.9,EVENT_OCCURS_AT
E000363,T000439,发生于,0.9,EVENT_OCCURS_AT
E000364,T000441,发生于,0.9,EVENT_OCCURS_AT
E000365,T000442,发生于,0.9,EVENT_OCCURS_AT
E000366,T000443,发生于,0.9,EVENT_OCCURS_AT
E000367,T000444,发生于,0.9,EVENT_OCCURS_AT
E000368,T000449,发生于,0.9,EVENT_OCCURS_AT
E000369,T000447,发生于,0.9,EVENT_OCCURS_AT
E000370,T000450,发生于,0.9,EVENT_OCCURS_AT
E000371,T000451,发生于,0.9,EVENT_OCCURS_AT
E000372,T000455,发生于,0.9,EVENT_OCCURS_AT
E000373,T000456,发生于,0.9,EVENT_OCCURS_AT
E000374,T000466,发生于,0.9,EVENT_OCCURS_AT
E000375,T000467,发生于,0.9,EVENT_OCCURS_AT
E000376,T000467,发生于,0.9,EVENT_OCCURS_AT
E000377,T000468,发生于,0.9,EVENT_OCCURS_AT
E000378,T000469,发生于,0.9,EVENT_OCCURS_AT
E000379,T000470,发生于,0.9,EVENT_OCCURS_AT
E000380,T000470,发生于,0.9,EVENT_OCCURS_AT
E000381,T000471,发生于,0.9,EVENT_OCCURS_AT
E000382,T000472,发生于,0.9,EVENT_OCCURS_AT
E000383,T000473,发生于,0.9,EVENT_OCCURS_AT
E000384,T000474,发生于,0.9,EVENT_OCCURS_AT
E000385,T000475,发生于,0.9,EVENT_OCCURS_AT
E000386,T000476,发生于,0.9,EVENT_OCCURS_AT
E000387,T000477,发生于,0.9,EVENT_OCCURS_AT
E000388,T000478,发生于,0.9,EVENT_OCCURS_AT
E000389,T000478,发生于,0.9,EVENT_OCCURS_AT
E000390,T000479,发生于,0.9,EVENT_OCCURS_AT
E000391,T000480,发生于,0.9,EVENT_OCCURS_AT
E000392,T000481,发生于,0.9,EVENT_OCCURS_AT
E000393,T000482,发生于,0.9,EVENT_OCCURS_AT
E000394,T000483,发生于,0.9,EVENT_OCCURS_AT
E000395,T000484,发生于,0.9,EVENT_OCCURS_AT
E000396,T000485,发生于,0.9,EVENT_OCCURS_AT
E000397,T000486,发生于,0.9,EVENT_OCCURS_AT
E000398,T000487,发生于,0.9,EVENT_OCCURS_AT
E000399,T000488,发生于,0.9,EVENT_OCCURS_AT
E000400,T000489,发生于,0.9,EVENT_OCCURS_AT
E000401,T000490,发生于,0.9,EVENT_OCCURS_AT
E000402,T000491,发生于,0.9,EVENT_OCCURS_AT
E000403,T000492,发生于,0.9,EVENT_OCCURS_AT
E000404,T000493,发生于,0.9,EVENT_OCCURS_AT
E000405,T000493,发生于,0.9,EVENT_OCCURS_AT
E000406,T000493,发生于,0.9,EVENT_OCCURS_AT
E000407,T000493,发生于,0.9,EVENT_OCCURS_AT
E000408,T000494,发生于,0.9,EVENT_OCCURS_AT
E000409,T000495,发生于,0.9,EVENT_OCCURS_AT
E000410,T000496,发生于,0.9,EVENT_OCCURS_AT
E000411,T000497,发生于,0.9,EVENT_OCCURS_AT
E000412,T000498,发生于,0.9,EVENT_OCCURS_AT
E000413,T000498,发生于,0.9,EVENT_OCCURS_AT
E000414,T000498,发生于,0.9,EVENT_OCCURS_AT
E000415,T000498,发生于,0.9,EVENT_OCCURS_AT
E000416,T000500,发生于,0.9,EVENT_OCCURS_AT
E000417,T000501,发生于,0.9,EVENT_OCCURS_AT
E000418,T000502,发生于,0.9,EVENT_OCCURS_AT
E000419,T000503,发生于,0.9,EVENT_OCCURS_AT
E000420,T000504,发生于,0.9,EVENT_OCCURS_AT
E000421,T000505,发生于,0.9,EVENT_OCCURS_AT
E000422,T000506,发生于,0.9,EVENT_OCCURS_AT
E000423,T000507,发生于,0.9,EVENT_OCCURS_AT
E000424,T000508,发生于,0.9,EVENT_OCCURS_AT
E000425,T000509,发生于,0.9,EVENT_OCCURS_AT
E000426,T000509,发生于,0.9,EVENT_OCCURS_AT
E000427,T000510,发生于,0.9,EVENT_OCCURS_AT
E000428,T000511,发生于,0.9,EVENT_OCCURS_AT
E000429,T000512,发生于,0.9,EVENT_OCCURS_AT
E000430,T000512,发生于,0.9,EVENT_OCCURS_AT
E000431,T000513,发生于,0.9,EVENT_OCCURS_AT
E000432,T000514,发生于,0.9,EVENT_OCCURS_AT
E000433,T000515,发生于,0.9,EVENT_OCCURS_AT
E000434,T000516,发生于,0.9,EVENT_OCCURS_AT
E000435,T000517,发生于,0.9,EVENT_OCCURS_AT
E000436,T000518,发生于,0.9,EVENT_OCCURS_AT
E000437,T000520,发生于,0.95,EVENT_OCCURS_AT
E000438,T000521,发生于,0.95,EVENT_OCCURS_AT
E000439,T000521,发生于,0.95,EVENT_OCCURS_AT
E000440,T000522,发生于,0.95,EVENT_OCCURS_AT
E000441,T000523,发生于,0.95,EVENT_OCCURS_AT
E000442,T000524,发生于,0.95,EVENT_OCCURS_AT
E000443,T000525,发生于,0.95,EVENT_OCCURS_AT
E000444,T000526,发生于,0.95,EVENT_OCCURS_AT
E000445,T000527,发生于,0.95,EVENT_OCCURS_AT
E000446,T000528,发生于,0.95,EVENT_OCCURS_AT
E000447,T000529,发生于,0.95,EVENT_OCCURS_AT
E000448,T000530,发生于,0.95,EVENT_OCCURS_AT
E000449,T000531,发生于,0.9,EVENT_OCCURS_AT
E000450,T000532,发生于,0.95,EVENT_OCCURS_AT
E000451,T000533,发生于,0.95,EVENT_OCCURS_AT
E000452,T000534,发生于,0.95,EVENT_OCCURS_AT
E000453,T000535,发生于,0.9,EVENT_OCCURS_AT
E000454,T000536,发生于,0.9,EVENT_OCCURS_AT
E000455,T000537,发生于,0.9,EVENT_OCCURS_AT
E000456,T000538,发生于,0.9,EVENT_OCCURS_AT
E000457,T000539,发生于,0.9,EVENT_OCCURS_AT
E000458,T000540,发生于,0.9,EVENT_OCCURS_AT
E000459,T000541,发生于,0.9,EVENT_OCCURS_AT
E000460,T000542,发生于,0.9,EVENT_OCCURS_AT
E000461,T000543,发生于,0.9,EVENT_OCCURS_AT
E000462,T000544,发生于,0.9,EVENT_OCCURS_AT
E000463,T000545,发生于,0.9,EVENT_OCCURS_AT
E000464,T000547,发生于,0.9,EVENT_OCCURS_AT
E000465,T000548,发生于,0.9,EVENT_OCCURS_AT
E000466,T000549,发生于,0.9,EVENT_OCCURS_AT
E000467,T000550,发生于,0.9,EVENT_OCCURS_AT
E000468,T000551,发生于,0.9,EVENT_OCCURS_AT
E000469,T000552,发生于,0.9,EVENT_OCCURS_AT
E000470,T000553,发生于,0.9,EVENT_OCCURS_AT
E000471,T000554,发生于,0.9,EVENT_OCCURS_AT
E000472,T000555,发生于,0.9,EVENT_OCCURS_AT
E000473,T000556,发生于,0.9,EVENT_OCCURS_AT
E000474,T000557,发生于,0.9,EVENT_OCCURS_AT
E000475,T000558,发生于,0.9,EVENT_OCCURS_AT
E000476,T000559,发生于,0.9,EVENT_OCCURS_AT
E000477,T000560,发生于,0.9,EVENT_OCCURS_AT
E000478,T000561,发生于,0.9,EVENT_OCCURS_AT
E000479,T000562,发生于,0.9,EVENT_OCCURS_AT
E000480,T000563,发生于,0.9,EVENT_OCCURS_AT
E000481,T000565,发生于,0.9,EVENT_OCCURS_AT
E000482,T000565,发生于,0.9,EVENT_OCCURS_AT
E000483,T000565,发生于,0.9,EVENT_OCCURS_AT
E000484,T000565,发生于,0.9,EVENT_OCCURS_AT
E000485,T000566,发生于,0.9,EVENT_OCCURS_AT
E000486,T000567,发生于,0.9,EVENT_OCCURS_AT
E000487,T000568,发生于,0.9,EVENT_OCCURS_AT
E000488,T000569,发生于,0.9,EVENT_OCCURS_AT
E000489,T000570,发生于,0.9,EVENT_OCCURS_AT
E000490,T000571,发生于,0.9,EVENT_OCCURS_AT
E000491,T000572,发生于,0.9,EVENT_OCCURS_AT
E000492,T000573,发生于,0.9,EVENT_OCCURS_AT
E000493,T000574,发生于,0.9,EVENT_OCCURS_AT
E000494,T000574,发生于,0.9,EVENT_OCCURS_AT
E000495,T000575,发生于,0.9,EVENT_OCCURS_AT
E000496,T000575,发生于,0.9,EVENT_OCCURS_AT
E000497,T000575,发生于,0.9,EVENT_OCCURS_AT
E000498,T000575,发生于,0.9,EVENT_OCCURS_AT
E000499,T000575,发生于,0.9,EVENT_OCCURS_AT
E000500,T000575,发生于,0.9,EVENT_OCCURS_AT
E000501,T000578,发生于,0.95,EVENT_OCCURS_AT
E000502,T000579,发生于,0.95,EVENT_OCCURS_AT
E000503,T000580,发生于,0.95,EVENT_OCCURS_AT
E000504,T000581,发生于,0.95,EVENT_OCCURS_AT
E000505,T000582,发生于,0.95,EVENT_OCCURS_AT
E000506,T000583,发生于,0.95,EVENT_OCCURS_AT
E000507,T000584,发生于,0.95,EVENT_OCCURS_AT
E000508,T000585,发生于,0.95,EVENT_OCCURS_AT
E000509,T000586,发生于,0.95,EVENT_OCCURS_AT
E000510,T000587,发生于,0.95,EVENT_OCCURS_AT
E000511,T000588,发生于,0.95,EVENT_OCCURS_AT
E000512,T000589,发生于,0.95,EVENT_OCCURS_AT
E000513,T000590,发生于,0.95,EVENT_OCCURS_AT
E000514,T000591,发生于,0.95,EVENT_OCCURS_AT
E000515,T000592,发生于,0.95,EVENT_OCCURS_AT
E000516,T000593,发生于,0.95,EVENT_OCCURS_AT
E000517,T000594,发生于,0.95,EVENT_OCCURS_AT
E000518,T000595,发生于,0.95,EVENT_OCCURS_AT
E000519,T000596,发生于,0.95,EVENT_OCCURS_AT
E000520,T000597,发生于,0.95,EVENT_OCCURS_AT
E000521,T000599,发生于,0.9,EVENT_OCCURS_AT
E000522,T000600,发生于,0.9,EVENT_OCCURS_AT
E000523,T000601,发生于,0.9,EVENT_OCCURS_AT
E000524,T000602,发生于,0.9,EVENT_OCCURS_AT
E000525,T000603,发生于,0.9,EVENT_OCCURS_AT
E000526,T000604,发生于,0.9,EVENT_OCCURS_AT
E000527,T000605,发生于,0.9,EVENT_OCCURS_AT
E000528,T000606,发生于,0.9,EVENT_OCCURS_AT
E000529,T000607,发生于,0.9,EVENT_OCCURS_AT
E000530,T000608,发生于,0.9,EVENT_OCCURS_AT
E000531,T000609,发生于,0.9,EVENT_OCCURS_AT
E000532,T000610,发生于,0.9,EVENT_OCCURS_AT
E000533,T000611,发生于,0.9,EVENT_OCCURS_AT
E000534,T000612,发生于,0.9,EVENT_OCCURS_AT
E000535,T000613,发生于,0.9,EVENT_OCCURS_AT
E000536,T000614,发生于,0.9,EVENT_OCCURS_AT
E000537,T000615,发生于,0.9,EVENT_OCCURS_AT
E000538,T000616,发生于,0.9,EVENT_OCCURS_AT
E000539,T000617,发生于,0.9,EVENT_OCCURS_AT
E000540,T000618,发生于,0.9,EVENT_OCCURS_AT
E000541,T000619,发生于,0.9,EVENT_OCCURS_AT
E000542,T000622,发生于,0.9,EVENT_OCCURS_AT
E000543,T000623,发生于,0.9,EVENT_OCCURS_AT
E000544,T000624,发生于,0.9,EVENT_OCCURS_AT
E000545,T000625,发生于,0.9,EVENT_OCCURS_AT
E000546,T000626,发生于,0.9,EVENT_OCCURS_AT
E000547,T000627,发生于,0.9,EVENT_OCCURS_AT
E000548,T000629,发生于,0.9,EVENT_OCCURS_AT
E000549,T000630,发生于,0.9,EVENT_OCCURS_AT
E000550,T000632,发生于,0.9,EVENT_OCCURS_AT
E000551,T000633,发生于,0.9,EVENT_OCCURS_AT
E000552,T000634,发生于,0.9,EVENT_OCCURS_AT
E000553,T000636,发生于,0.9,EVENT_OCCURS_AT
E000555,T000637,发生于,0.9,EVENT_OCCURS_AT
E000556,T000638,发生于,0.9,EVENT_OCCURS_AT
E000557,T000639,发生于,0.9,EVENT_OCCURS_AT
E000558,T000640,发生于,0.9,EVENT_OCCURS_AT
E000559,T000641,发生于,0.9,EVENT_OCCURS_AT
E000560,T000641,发生于,0.9,EVENT_OCCURS_AT
E000561,T000641,发生于,0.9,EVENT_OCCURS_AT
E000562,T000642,发生于,0.9,EVENT_OCCURS_AT
E000563,T000643,发生于,0.9,EVENT_OCCURS_AT
E000564,T000644,发生于,0.9,EVENT_OCCURS_AT
E000565,T000645,发生于,0.9,EVENT_OCCURS_AT
E000566,T000646,发生于,0.9,EVENT_OCCURS_AT
E000567,T000647,发生于,0.9,EVENT_OCCURS_AT
E000568,T000648,发生于,0.9,EVENT_OCCURS_AT
E000569,T000649,发生于,0.9,EVENT_OCCURS_AT
E000570,T000649,发生于,0.9,EVENT_OCCURS_AT
E000571,T000650,发生于,0.9,EVENT_OCCURS_AT
E000572,T000651,发生于,0.9,EVENT_OCCURS_AT
E000573,T000652,发生于,0.9,EVENT_OCCURS_AT
E000574,T000653,发生于,0.9,EVENT_OCCURS_AT
E000575,T000654,发生于,0.9,EVENT_OCCURS_AT
E000576,T000655,发生于,0.9,EVENT_OCCURS_AT
E000578,T000656,发生于,0.9,EVENT_OCCURS_AT
E000579,T000657,发生于,0.9,EVENT_OCCURS_AT
E000580,T000658,发生于,0.9,EVENT_OCCURS_AT
E000581,T000659,发生于,0.9,EVENT_OCCURS_AT
E000582,T000660,发生于,0.9,EVENT_OCCURS_AT
E000583,T000661,发生于,0.9,EVENT_OCCURS_AT
E000584,T000663,发生于,0.9,EVENT_OCCURS_AT
E000585,T000664,发生于,0.9,EVENT_OCCURS_AT
E000586,T000665,发生于,0.9,EVENT_OCCURS_AT
E000587,T000666,发生于,0.9,EVENT_OCCURS_AT
E000589,T000667,发生于,0.9,EVENT_OCCURS_AT
E000590,T000668,发生于,0.9,EVENT_OCCURS_AT
E000591,T000669,发生于,0.9,EVENT_OCCURS_AT
E000592,T000670,发生于,0.9,EVENT_OCCURS_AT
E000593,T000671,发生于,0.9,EVENT_OCCURS_AT
