:START_ID,:END_ID,relation,time,place,evidence,confidence:float,:TYPE
P000332,OFFICE_檢校納言,兼任,垂拱三年八月壬子,,魏玄同兼檢校納言,0.9,PERSON_OFFICE
P000367,OFFICE_安南都護,任职,,,交趾人李嗣仙殺安南都護劉延祐,0.9,PERSON_OFFICE
P000368,OFFICE_桂州司馬,任职,,,桂州司馬曹玄靜敗之,0.9,PERSON_OFFICE
P000370,OFFICE_右監門衞中郎將,任职,垂拱三年十月庚子,,右監門衞中郎將爨寶璧及突厥戰,0.9,PERSON_OFFICE
P000362,OFFICE_安息道行軍大總管,任职,垂拱三年十二月壬辰,,韋待價為安息道行軍大總管,0.9,PERSON_OFFICE
P000371,OFFICE_安西大都護,任职,,,安西大都護閻溫古副之,0.9,PERSON_OFFICE
P000372,OFFICE_麟臺少監,担任,垂拱四年三月壬戌,,殺麟臺少監周思茂,0.9,PERSON_OFFICE
P000373,OFFICE_太子通事舍人,担任,垂拱四年四月戊戌,,殺太子通事舍人郝象賢,0.9,PERSON_OFFICE
P000176,OFFICE_博州刺史,任职,垂拱四年八月丙午,博州,博州刺史琅邪郡王沖舉兵以討亂,0.9,PERSON_OFFICE
P000374,OFFICE_左金吾衞大將軍,担任,垂拱四年八月丙午,,遣左金吾衞大將軍丘神勣拒之,0.9,PERSON_OFFICE
P000098,OFFICE_越王,封号,垂拱四年八月庚戌,,越王貞舉兵于豫州以討亂,0.9,PERSON_OFFICE
P000375,OFFICE_中軍大總管,任命,垂拱四年九月丙辰,,左豹韜衞大將軍麴崇裕為中軍大總管,0.9,PERSON_OFFICE
P000333,OFFICE_後軍大總管,任命,垂拱四年九月丙辰,,岑長倩為後軍大總管,0.9,PERSON_OFFICE
P000365,OFFICE_諸軍節度,任命,垂拱四年九月丙辰,,張光輔為諸軍節度,0.9,PERSON_OFFICE
P000380,OFFICE_濟州刺史,担任,垂拱四年十一月辛酉,,殺濟州刺史薛顗,0.9,PERSON_OFFICE
P000006,OFFICE_駙馬都尉,担任,垂拱四年十一月辛酉,,及其弟駙馬都尉紹,0.9,PERSON_OFFICE
P000382,OFFICE_殿中監,担任,垂拱四年十二月乙酉,,殺...殿中監裴承光,0.9,PERSON_OFFICE
P000346,OFFICE_左肅政臺御史大夫,担任,垂拱四年九月丁卯,,左肅政臺御史大夫騫味道...同鳳閣鸞臺平章事,0.9,PERSON_OFFICE
P000379,OFFICE_夏官侍郎,担任,垂拱四年九月丁卯,,夏官侍郎王本立同鳳閣鸞臺平章事,0.9,PERSON_OFFICE
P000169,OFFICE_司徒,担任,永昌元年正月丁巳,,舒王元名為司徒,0.9,PERSON_OFFICE
P000365,OFFICE_守納言,担任,永昌元年三月甲子,,張光輔守納言,0.9,PERSON_OFFICE
P000006,OFFICE_納言,担任,永昌元年三月癸酉,,天官尚書武承嗣為納言,0.9,PERSON_OFFICE
P000390,OFFICE_新平道行軍大總管,担任,永昌元年五月己巳,,白馬寺僧薛懷義為新平道行軍大總管，以擊突厥,0.9,PERSON_OFFICE
P000379,OFFICE_同鳳閣鸞臺三品,担任,永昌元年七月戊寅,,王本立同鳳閣鸞臺三品,0.9,PERSON_OFFICE
P000300,OFFICE_同鳳閣鸞臺平章事,担任,永昌元年十月丁卯,,春官尚書范履冰、鳳閣侍郎邢文偉同鳳閣鸞臺平章事,0.9,PERSON_OFFICE
P000406,OFFICE_太師,追尊官职,永昌元年二月丁酉,,尊考太師魏忠孝王曰周忠孝太皇,0.9,PERSON_OFFICE
P000107,OFFICE_周忠孝太后,追谥称号,永昌元年二月戊戌,,追謚妣楊氏曰周忠孝太后,0.9,PERSON_OFFICE
P000405,OFFICE_內史,担任,天授元年一月戊子日,,邢文偉為內史,0.9,PERSON_OFFICE
P000333,OFFICE_同鳳閣鸞臺三品,担任,天授元年一月戊子日,,岑長倩、武承嗣同鳳閣鸞臺三品,0.9,PERSON_OFFICE
P000006,OFFICE_同鳳閣鸞臺三品,担任,天授元年一月戊子日,,岑長倩、武承嗣同鳳閣鸞臺三品,0.9,PERSON_OFFICE
P000407,OFFICE_納言,担任,天授元年一月戊子日,,鳳閣侍郎武攸寧為納言,0.9,PERSON_OFFICE
P000435,OFFICE_納言,担任（守）,天授元年九月丙戌日,,司賓卿史務滋守納言,0.9,PERSON_OFFICE
P000436,OFFICE_檢校內史,担任,天授元年九月丙戌日,,鳳閣侍郎宗秦客檢校內史,0.9,PERSON_OFFICE
P000437,OFFICE_鸞臺侍郎,担任,天授元年九月丙戌日,,給事中傅游藝為鸞臺侍郎、同鳳閣鸞臺平章事,0.9,PERSON_OFFICE
P000437,OFFICE_同鳳閣鸞臺平章事,担任,天授元年九月丙戌日,,給事中傅游藝為鸞臺侍郎、同鳳閣鸞臺平章事,0.9,PERSON_OFFICE
P000459,OFFICE_同鳳閣鸞臺平章事,任命,長壽元年一月戊辰,,長壽元年一月戊辰，夏官尚書楊執柔同鳳閣鸞臺平章事。,0.95,PERSON_OFFICE
P000455,OFFICE_江夏令,貶謫,長壽元年一月庚午,,庚午，貶任知古為江夏令，狄仁傑彭澤令。,0.95,PERSON_OFFICE
P000457,OFFICE_彭澤令,貶謫,長壽元年一月庚午,,庚午，貶任知古為江夏令，狄仁傑彭澤令。,0.95,PERSON_OFFICE
P000461,OFFICE_冬官尚書,任命,長壽元年一月庚辰,,庚辰，司刑卿李遊道為冬官尚書、同鳳閣鸞臺平章事。,0.95,PERSON_OFFICE
P000461,OFFICE_同鳳閣鸞臺平章事,任命,長壽元年一月庚辰,,庚辰，司刑卿李遊道為冬官尚書、同鳳閣鸞臺平章事。,0.95,PERSON_OFFICE
P000462,OFFICE_同鳳閣鸞臺平章事,任命,長壽元年二月戊午,,二月戊午，秋官尚書袁智弘同鳳閣鸞臺平章事。,0.95,PERSON_OFFICE
P000006,OFFICE_同鳳閣鸞臺平章事,罷免,長壽元年八月戊寅,,戊寅，武承嗣、武攸寧、楊執柔罷；...,0.9,PERSON_OFFICE
P000407,OFFICE_同鳳閣鸞臺平章事,罷免,長壽元年八月戊寅,,戊寅，武承嗣、武攸寧、楊執柔罷；...,0.9,PERSON_OFFICE
P000459,OFFICE_同鳳閣鸞臺平章事,罷免,長壽元年八月戊寅,,戊寅，武承嗣、武攸寧、楊執柔罷；...,0.95,PERSON_OFFICE
P000463,OFFICE_鸞臺侍郎,任命,長壽元年八月戊寅,,戊寅，...秋官侍郎崔元綜為鸞臺侍郎...,0.95,PERSON_OFFICE
P000464,OFFICE_鳳閣侍郎,任命,長壽元年八月戊寅,,戊寅，...夏官侍郎李昭德為鳳閣侍郎...,0.95,PERSON_OFFICE
P000465,OFFICE_文昌左丞,任命,長壽元年八月戊寅,,戊寅，...權檢校天官侍郎姚璹為文昌左丞...,0.95,PERSON_OFFICE
P000466,OFFICE_文昌右丞,任命,長壽元年八月戊寅,,戊寅，...檢校地官侍郎李元素為文昌右丞...,0.95,PERSON_OFFICE
P000467,OFFICE_夏官尚書,任命,長壽元年八月戊寅,,戊寅，...營繕大匠王璿為夏官尚書...,0.95,PERSON_OFFICE
P000468,OFFICE_同鳳閣鸞臺平章事,任命,長壽元年八月戊寅,,戊寅，...司賓卿崔神基：同鳳閣鸞臺平章事。,0.95,PERSON_OFFICE
P000006,OFFICE_壽春郡王,降封為,長壽二年臘月丁卯,,丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。,0.9,PERSON_OFFICE
P000063,OFFICE_衡陽郡王,降封為,長壽二年臘月丁卯,,丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。,0.9,PERSON_OFFICE
P000006,OFFICE_臨淄郡王,降封為,長壽二年臘月丁卯,,丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。,0.9,PERSON_OFFICE
P000363,OFFICE_巴陵郡王,降封為,長壽二年臘月丁卯,,丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。,0.9,PERSON_OFFICE
P000364,OFFICE_彭城郡王,降封為,長壽二年臘月丁卯,,丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。,0.9,PERSON_OFFICE
P000470,OFFICE_同鳳閣鸞臺平章事,任命為,長壽二年一月庚子,,一月庚子，夏官侍郎婁師德同鳳閣鸞臺平章事。,0.9,PERSON_OFFICE
P000295,OFFICE_同鳳閣鸞臺平章事,任命為,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_OFFICE
P000477,OFFICE_鸞臺侍郎,任命為,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_OFFICE
P000477,OFFICE_同鳳閣鸞臺平章事,任命為,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_OFFICE
P000478,OFFICE_內史,守（代理）,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_OFFICE
P000482,OFFICE_右鷹揚衞大將軍,担任,延載元年臘月甲戌,,右鷹揚衞大將軍李多祚敗之,0.9,PERSON_OFFICE
P000470,OFFICE_河源、積石、懷遠等軍營田大使,担任,延載元年一月甲午,,婁師德為河源、積石、懷遠等軍營田大使,0.9,PERSON_OFFICE
P000390,OFFICE_伐逆道行軍大總管,担任,延載元年二月庚午,,薛懷義為伐逆道行軍大總管,0.9,PERSON_OFFICE
P000469,OFFICE_武威道大總管,担任,延載元年二月己卯,,武威道大總管王孝傑,0.9,PERSON_OFFICE
P000483,OFFICE_鳳閣侍郎,担任,延載元年三月甲申,,鳳閣舍人蘇味道為鳳閣侍郎,0.9,PERSON_OFFICE
P000464,OFFICE_檢校內史,担任,延載元年三月甲申,,李昭德檢校內史,0.9,PERSON_OFFICE
P000484,OFFICE_同鳳閣鸞臺平章事,担任,延載元年七月癸未,,嵩嶽山人武什方為正諫大夫、同鳳閣鸞臺平章事,0.9,PERSON_OFFICE
P000465,OFFICE_守納言,担任,延載元年八月己巳,,司賓少卿姚璹守納言,0.9,PERSON_OFFICE
P000485,OFFICE_鸞臺侍郎,担任,延載元年八月己巳,,左肅政臺御史大夫楊再思為鸞臺侍郎,0.9,PERSON_OFFICE
P000486,OFFICE_檢校鳳閣侍郎,担任,延載元年八月己巳,,洛州司馬杜景佺檢校鳳閣侍郎,0.9,PERSON_OFFICE
P000466,OFFICE_鳳閣侍郎,担任,延載元年十月壬申,,文昌右丞李元素為鳳閣侍郎,0.9,PERSON_OFFICE
P000487,OFFICE_檢校鳳閣侍郎,担任,延載元年十月壬申,,右肅政臺御史中丞周允元檢校鳳閣侍郎,0.9,PERSON_OFFICE
