:START_ID,:END_ID,relation,time,place,evidence,confidence:float,:TYPE
P000472,E000456,受害者,長壽二年一月甲寅,,甲寅，殺尚方監裴匪躬、內常侍范雲仙。,0.9,PERSON_EVENT
P000473,E000457,受害者,長壽二年三月己卯,,三月己卯，殺左衞員外大將軍阿史那元慶、白潤府果毅薛大信。,0.9,PERSON_EVENT
P000474,E000457,受害者,長壽二年三月己卯,,三月己卯，殺左衞員外大將軍阿史那元慶、白潤府果毅薛大信。,0.9,PERSON_EVENT
P000475,E000458,受害者,長壽二年五月乙未,,五月乙未，殺冬官尚書蘇幹、相州刺史來同敏。,0.9,PERSON_EVENT
P000476,E000458,受害者,長壽二年五月乙未,,五月乙未，殺冬官尚書蘇幹、相州刺史來同敏。,0.9,PERSON_EVENT
P000479,E000462,追尊對象,長壽二年九月庚子,,庚子，追尊烈祖昭安皇帝曰渾元昭安皇帝，顯祖文穆皇帝曰立極文穆皇帝，太祖孝明高皇帝曰無上孝明高皇帝。,0.9,PERSON_EVENT
P000480,E000462,追尊對象,長壽二年九月庚子,,庚子，追尊烈祖昭安皇帝曰渾元昭安皇帝，顯祖文穆皇帝曰立極文穆皇帝，太祖孝明高皇帝曰無上孝明高皇帝。,0.9,PERSON_EVENT
P000004,E000462,追尊對象,長壽二年九月庚子,,庚子，追尊烈祖昭安皇帝曰渾元昭安皇帝，顯祖文穆皇帝曰立極文穆皇帝，太祖孝明高皇帝曰無上孝明高皇帝。,0.9,PERSON_EVENT
P000465,E000463,被罷免者,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_EVENT
P000295,E000463,被任命者,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_EVENT
P000477,E000463,被任命者,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_EVENT
P000478,E000463,被任命者,長壽二年九月辛丑,,辛丑，姚璹罷。文昌右丞韋巨源同鳳閣鸞臺平章事，秋官侍郎陸元方為鸞臺侍郎、同鳳閣鸞臺平章事，司賓卿豆盧欽望守內史。,0.9,PERSON_EVENT
P000482,E000464,参与,延載元年臘月甲戌,靈州,右鷹揚衞大將軍李多祚敗之,0.9,PERSON_EVENT
P000469,E000468,参与,延載元年二月己卯,冷泉,武威道大總管王孝傑及吐蕃戰于冷泉，敗之,0.9,PERSON_EVENT
P000464,E000478,被贬,延載元年九月壬寅,南賓,貶李昭德為南賓尉,0.9,PERSON_EVENT
P000390,E000489,被害,证圣元年二月壬子日,,殺薛懷義,0.9,PERSON_EVENT
P000487,E000491,逝世,证圣元年三月丙辰日,,周允元薨,0.9,PERSON_EVENT
P000469,E000508,参与,萬歲通天元年三月壬寅,素羅汗山,三月壬寅，王孝傑、婁師德及吐蕃戰于素羅汗山，敗績。,0.95,PERSON_EVENT
P000470,E000508,参与,萬歲通天元年三月壬寅,素羅汗山,三月壬寅，王孝傑、婁師德及吐蕃戰于素羅汗山，敗績。,0.95,PERSON_EVENT
P000488,E000515,参与并被俘,萬歲通天元年八月丁酉,黃麞谷,八月丁酉，張玄遇、曹仁師、麻仁節等及契丹戰于黃麞谷，敗績，執玄遇、仁節。,0.95,PERSON_EVENT
P000492,E000515,参与,萬歲通天元年八月丁酉,黃麞谷,八月丁酉，張玄遇、曹仁師、麻仁節等及契丹戰于黃麞谷，敗績，執玄遇、仁節。,0.95,PERSON_EVENT
P000493,E000515,参与并被俘,萬歲通天元年八月丁酉,黃麞谷,八月丁酉，張玄遇、曹仁師、麻仁節等及契丹戰于黃麞谷，敗績，執玄遇、仁節。,0.95,PERSON_EVENT
P000006,E000648,被罢免,长安三年四月庚子,,相王旦罷,0.9,PERSON_EVENT
P000525,E000651,被任命,长安三年闰月庚午,,成均祭酒李嶠同鳳閣鸞臺平章事,0.9,PERSON_EVENT
P000525,E001471,被任命,长安三年闰月己卯,,李嶠知納言事,0.9,PERSON_EVENT
P000539,E000653,被任命,长安三年七月壬寅,,正諫大夫朱敬則同鳳閣鸞臺平章事,0.9,PERSON_EVENT
P000532,E000654,被任命,长安三年七月庚戌,,檢校涼州都督唐休璟為夏官尚書、同鳳閣鸞臺平章事,0.9,PERSON_EVENT
P000208,E000657,被贬谪,长安三年九月丁酉,,貶魏元忠為高要尉,0.9,PERSON_EVENT
P000006,E001501,被上尊号,神龙元年正月戊申,,戊申，上后號曰則天大聖皇帝。,0.9,PERSON_EVENT
P000006,E000692,去世,神龙元年十一月,,十一月，崩，謚曰大聖則天皇后。,0.9,PERSON_EVENT
P000006,E000693,谥号更改,唐隆元年,,唐隆元年，改為天后；,0.9,PERSON_EVENT
P000006,E000694,谥号更改,景云元年,,景雲元年，改為大聖天后；,0.9,PERSON_EVENT
P000006,E000695,谥号更改,延和元年,,延和元年，改為天后聖帝，,0.9,PERSON_EVENT
P000006,E000696,谥号更改,延和元年,,未幾，改為聖后；,0.9,PERSON_EVENT
P000006,E000697,谥号更改,开元四年,,開元四年，改為則天皇后；,0.9,PERSON_EVENT
P000006,E000698,谥号更改,天宝八载,,天寶八載，加謚則天順聖皇后。,0.9,PERSON_EVENT
P000563,E000745,参与,景龍二年十一月,突厥,御史中丞馮嘉賓使于突厥，死之。,0.9,PERSON_EVENT
P000564,E000747,参与,景龍二年十一月癸未,火燒城,癸未，安西都護牛師奬及西突厥戰于火燒城，死之。,0.9,PERSON_EVENT
P000006,E000748,参与,景龍二年,,是歲，皇后、妃、主、昭容賣官，行墨敕斜封。,0.9,PERSON_EVENT
P000562,E000748,参与,景龍二年,,是歲，皇后、妃、主、昭容賣官，行墨敕斜封。,0.9,PERSON_EVENT
P000565,E000748,参与,景龍二年,,是歲，皇后、妃、主、昭容賣官，行墨敕斜封。,0.9,PERSON_EVENT
P000006,E000749,参与,景龙三年二月己丑,玄武门,三年二月己丑，及皇后幸玄武門，觀宮女拔河，為宮市以嬉。,0.9,PERSON_EVENT
P000485,E000758,逝世,景龙三年六月癸卯,,癸卯，楊再思薨。,0.9,PERSON_EVENT
P000478,E000767,逝世,景龙三年十一月甲戌,,甲戌，豆盧欽望薨。,0.9,PERSON_EVENT
P000572,E000759,归降,景龙三年七月丙辰,,七月丙辰，西突厥娑葛降。,0.9,PERSON_EVENT
P000006,E000777,参与,景龍四年二月庚戌,,庚戌，及后、妃、公主觀三品以上拔河。,0.9,PERSON_EVENT
P000404,E000780,受封,景龍四年五月辛酉,,五月辛酉，封嗣虢王邕為汴王。,0.9,PERSON_EVENT
P000573,E000781,被害,景龍四年五月丁卯,,丁卯，殺許州司兵參軍燕欽融。,0.9,PERSON_EVENT
P000006,E000784,主体,景龍四年六月壬午,,壬午，皇帝崩，年五十五，謚曰孝和皇帝。,0.9,PERSON_EVENT
P000006,E000785,受谥,天寶十三載,,天寶十三載，加謚大和大聖大昭孝皇帝。,0.9,PERSON_EVENT
P000575,E000786,作者,,,孔子作春秋,0.9,PERSON_EVENT
P000576,E000787,编纂者,,,自司馬遷、班固皆作高后紀,0.9,PERSON_EVENT
P000577,E000787,编纂者,,,自司馬遷、班固皆作高后紀,0.9,PERSON_EVENT
P000006,E000788,记载对象,,,列武后于本紀,0.9,PERSON_EVENT
P000006,E000789,遭遇者,,,至中宗韋氏，則禍不旋踵矣,0.85,PERSON_EVENT
P000006,E000821,组织讨贼,天宝年间,,肅宗以皇太子治兵討賊,0.9,PERSON_EVENT
P000014,E000822,在位期间,僖宗时期,,僖宗在蜀，諸鎮之兵糺合勠力，遂破黃巢而復京師,0.9,PERSON_EVENT
P000591,E000822,被击败,僖宗时期,京師,遂破黃巢而復京師,0.9,PERSON_EVENT
P000006,E000824,在位期间,代宗时期,,代宗之時，餘孽猶在，平亂守成,0.9,PERSON_EVENT
P000006,E000844,登基,大曆十四年五月癸亥,太极殿,癸亥，即皇帝位于太極殿。,0.9,PERSON_EVENT
P000006,E000847,经历,唐德宗在位时期,奉天,及奉天之難,0.9,PERSON_EVENT
P000006,E000849,主导,唐宪宗在位时期,,志平僭叛，能用忠謀，不惑羣議，卒收成功,0.9,PERSON_EVENT
P000626,E000849,被平定,唐宪宗在位时期,,自吳元濟誅,0.9,PERSON_EVENT
P000006,E000850,经历,唐顺宗为太子的二十年期间,東宮,順宗在東宮二十年,0.9,PERSON_EVENT
P000627,E000851,发表言论,,,昔韓愈言，順宗在東宮二十年，天下陰受其賜,0.9,PERSON_EVENT
P000006,E000852,遭遇,唐宪宗晚年时期,,及其晚節，信用非人，不終其業，而身罹不測之禍,0.9,PERSON_EVENT
P000012,E000886,主导,甘露年间,,甘露之事，禍及忠良，不勝冤憤，飲恨而已。,0.9,PERSON_EVENT
P000006,E000888,推行,武宗时期,,奮然除去浮圖之法甚銳,0.9,PERSON_EVENT
P000665,E000904,主导,穆宗以来,,為宦官所立者七君,0.9,PERSON_EVENT
P000666,E000905,受影响,乾符之际,,歲大旱蝗，民愁,0.9,PERSON_EVENT
P000666,E000906,参与,乾符之际,,民愁盜起,0.9,PERSON_EVENT
P000667,E000906,参与,乾符之际,,民愁盜起,0.9,PERSON_EVENT
P000006,E000925,主导,,,而用匪其人，徒以益亂,0.9,PERSON_EVENT
P000006,E000924,关联,,,昭宗是已,0.8,PERSON_EVENT
P000174,E000935,死亡,乾封二年二月戊戌,,二月戊戌，涪陵郡王愔薨。,0.9,PERSON_EVENT
P000729,E000939,被任命,乾封二年秋八月丙辰,荊州大都督府,丙辰，東臺侍郎李安期出為荊州大都督府長史。,0.9,PERSON_EVENT
P000006,E000956,主持,總章二年三月癸酉,,皇后親祀先蠶,0.9,PERSON_EVENT
P000733,E000965,执行,總章二年秋七月,劍南十九州,遣司珍大夫路勵行存問賑貸,0.9,PERSON_EVENT
P000717,E000967,受命,總章二年秋七月,,遣右衛大將軍、涼國公契苾何力為駕海道行軍大總管,0.9,PERSON_EVENT
P000747,E001019,率领,咸亨三年春正月辛丑,姚州,三年春正月辛丑，發梁、益等一十八州兵，募五千三百人，遣右衛副率梁積壽往姚州擊叛蠻。,0.95,PERSON_EVENT
P000749,E001036,指挥,咸亨三年冬,橫水,是冬，左監門大將軍高侃大敗新羅之眾於橫水。,0.95,PERSON_EVENT
P000737,E001143,指挥,儀鳳三年九月丙寅,青海,洮河道行軍大總管中書令李敬玄、左衛大將軍劉審禮等與吐蕃戰於青海之上,0.9,PERSON_EVENT
P000731,E001143,参与，被俘,儀鳳三年九月丙寅,青海,王師敗績，審禮被俘,0.9,PERSON_EVENT
P000776,E001139,指挥作战,儀鳳三年七月前,龍支,吐蕃入龍支，張虔勖與之戰，一日兩陣，斬馘極多,0.9,PERSON_EVENT
P000334,E001144,献策,儀鳳三年九月,,問計於侍臣中書舍人郭正一等，咸以備邊不深討為上策,0.9,PERSON_EVENT
P000165,E001176,发起请求,永隆元年二月壬子,,霍王元軌率文武百僚，請出一月俸料助軍，以討突厥。,0.9,PERSON_EVENT
P000737,E001181,参与作战,永隆元年七月,湟中,河西鎮撫大使李敬玄與吐蕃將贊婆戰於湟中，官軍敗績。,0.9,PERSON_EVENT
P000805,E001181,力战破敌,永隆元年七月,湟中,時左武衛將軍黑齒常之力戰，大破蕃軍，遂擢為河源軍經略大使,0.9,PERSON_EVENT
P000806,E001182,击破敌军,永隆元年七月,云州,中郎將程務挺擊破之,0.9,PERSON_EVENT
P000810,E001186,被贬安置,永隆元年十月壬寅,黔州,蘇州刺史曹王明封零陵郡王，於黔州安置，坐附庶人賢也。,0.9,PERSON_EVENT
P000785,E001191,主帥,永隆二年正月癸巳日,定襄道,遣禮部尚書裴行儉為定襄道大總管，率師討突厥溫傅部落,0.95,PERSON_EVENT
P000782,E001196,唐軍主將,永隆二年五月丙戌日,橫水,定襄道總管曹懷舜與突厥史伏念戰於橫水，官軍大敗,0.95,PERSON_EVENT
P000006,E001252,核心参与者,永徽六年,宫,永徽六年，廢王皇后而立武宸妃為皇后,0.9,PERSON_EVENT
P000006,E001254,委托者,显庆年间以后,,帝自顯慶已後，多苦風疾，百司表奏，皆委天后詳決,0.9,PERSON_EVENT
P000006,E001257,主体,弘道元年十二月丁巳,,大帝崩,0.9,PERSON_EVENT
P000006,E001258,主体,弘道元年十二月丁巳,,皇太子顯即位,0.9,PERSON_EVENT
P000006,E001259,对象,弘道元年十二月丁巳,,尊天后為皇太后,0.9,PERSON_EVENT
P000006,E001260,主体,弘道元年十二月丁巳,,是日自臨朝稱制,0.9,PERSON_EVENT
P000096,E001261,参与者,弘道元年十二月庚午,,加授澤州刺史、韓王元嘉為太尉,0.9,PERSON_EVENT
P000171,E001261,参与者,弘道元年十二月庚午,,豫州刺史、滕王元嬰為開府儀同三司,0.9,PERSON_EVENT
P000163,E001261,参与者,弘道元年十二月庚午,,絳州刺史、魯王靈夔為太子太師,0.9,PERSON_EVENT
P000098,E001261,参与者,弘道元年十二月庚午,,相州刺史、越王貞為太子太傅,0.9,PERSON_EVENT
P000391,E001261,参与者,弘道元年十二月庚午,,安州都督、紀王慎為太子太保,0.9,PERSON_EVENT
P000328,E001262,参与者,弘道元年十二月甲戌,,劉仁軌為尚書左僕射,0.9,PERSON_EVENT
P000333,E001262,参与者,弘道元年十二月甲戌,,岑長倩為兵部尚書,0.9,PERSON_EVENT
P000332,E001262,参与者,弘道元年十二月甲戌,,魏玄同為黃門侍郎,0.9,PERSON_EVENT
P000330,E001262,参与者,弘道元年十二月甲戌,,劉齊賢為侍中,0.9,PERSON_EVENT
P000329,E001262,参与者,弘道元年十二月甲戌,,裴炎為中書令,0.9,PERSON_EVENT
P000838,E001295,被平定,垂拱元年正月,,以敬業平,0.9,PERSON_EVENT
P000328,E001286,去世,垂拱元年正月,,劉仁軌薨,0.9,PERSON_EVENT
P000006,E001296,主导,垂拱二年正月,,皇太后下詔，復政於皇帝,0.9,PERSON_EVENT
P000006,E001296,固让,垂拱二年正月,,乃固讓,0.9,PERSON_EVENT
P000333,E001299,被任命,垂拱二年四月,,岑長倩為內史,0.9,PERSON_EVENT
P000361,E001300,被任命,垂拱二年六月,,蘇良嗣為文昌左相,0.9,PERSON_EVENT
P000362,E001300,被任命,垂拱二年六月,,天官尚書韋待價為文昌右相,0.9,PERSON_EVENT
P000359,E001300,被任命,垂拱二年六月,,右肅政御史大夫韋思謙為納言,0.9,PERSON_EVENT
P000063,E001301,被册封,垂拱三年春正月,,封皇子成義為恆王，隆基為楚王，隆範為衛王，隆業為趙王,0.9,PERSON_EVENT
P000006,E001301,被册封,垂拱三年春正月,,封皇子成義為恆王，隆基為楚王，隆範為衛王，隆業為趙王,0.9,PERSON_EVENT
P000363,E001301,被册封,垂拱三年春正月,,封皇子成義為恆王，隆基為楚王，隆範為衛王，隆業為趙王,0.9,PERSON_EVENT
P000364,E001301,被册封,垂拱三年春正月,,封皇子成義為恆王，隆基為楚王，隆範為衛王，隆業為趙王,0.9,PERSON_EVENT
P000359,E001302,请求并获准致仕,垂拱三年二月,,韋思謙請致仕，許之,0.9,PERSON_EVENT
P000358,E001303,被任命,垂拱三年夏四月,,裴居道為納言，夏官侍郎張光輔為鳳閣侍郎、同鳳閣鸞臺平章事,0.9,PERSON_EVENT
P000365,E001303,被任命,垂拱三年夏四月,,裴居道為納言，夏官侍郎張光輔為鳳閣侍郎、同鳳閣鸞臺平章事,0.9,PERSON_EVENT
P000337,E001304,被赐死,垂拱三年夏四月庚午日,家,劉禕之賜死於家,0.9,PERSON_EVENT
P000332,E001305,被任命,垂拱三年秋八月,,地官尚書魏玄同檢校納言,0.9,PERSON_EVENT
P000006,E001307,主谋,垂拱四年夏四月,洛水,魏王武承嗣偽造瑞石，文云：「聖母臨人，永昌帝業。」,0.9,PERSON_EVENT
P000006,E001308,主体,垂拱四年五月,,皇太后加尊號曰聖母神皇,0.9,PERSON_EVENT
P000365,E001326,被诛杀,永昌元年八月辛巳,,誅內史張光輔,0.9,PERSON_EVENT
P000332,E001327,被赐死,永昌元年九月,,賜死於家,0.9,PERSON_EVENT
P000333,E001343,率军讨伐,天授二年六月,吐蕃,命岑長倩率諸軍討吐蕃,0.95,PERSON_EVENT
P000437,E001348,下狱死亡,天授二年九月,,傅游藝下獄死,0.95,PERSON_EVENT
P000333,E001351,被处决,天授二年十月,,殺文昌左相岑長倩,0.95,PERSON_EVENT
P000450,E001351,被处决,天授二年十月,,殺...納言歐陽通,0.95,PERSON_EVENT
P000453,E001351,被处决,天授二年十月,,殺...地官尚書格輔元,0.95,PERSON_EVENT
P000006,E001383,主持,696年臘月甲申,嵩岳,上登封於嵩岳，大赦天下，改元，大酺九日。,0.9,PERSON_EVENT
P000489,E001387,发动,696年5月,营州,營州城傍契丹首領松漠都督李盡忠與其妻兄歸誠州刺史孫萬榮殺都督趙文翽，舉兵反，攻陷營州。,0.9,PERSON_EVENT
P000847,E001387,参与,696年5月,营州,營州城傍契丹首領松漠都督李盡忠與其妻兄歸誠州刺史孫萬榮殺都督趙文翽，舉兵反，攻陷營州。,0.9,PERSON_EVENT
P000469,E001398,参与,二月,硤石谷,王孝傑、蘇宏暉等率兵十八萬與孫萬斬戰於硤石谷,0.9,PERSON_EVENT
P000857,E001398,参与,二月,硤石谷,王孝傑、蘇宏暉等率兵十八萬與孫萬斬戰於硤石谷,0.9,PERSON_EVENT
P000490,E001398,敌对,二月,硤石谷,王孝傑、蘇宏暉等率兵十八萬與孫萬斬戰於硤石谷,0.9,PERSON_EVENT
P000006,E001727,成为,聖歷元年九月丙子,,廬陵王哲為皇太子，令依舊名顯,0.9,PERSON_EVENT
P000006,E001499,主导,神龍元年正月癸亥日,禁中,皇太子率左右羽林軍桓彥範、敬暉等，以羽林兵入禁中誅之,0.9,PERSON_EVENT
P000554,E001499,被诛杀,神龍元年正月癸亥日,禁中,以羽林兵入禁中誅之,0.9,PERSON_EVENT
P000555,E001499,被诛杀,神龍元年正月癸亥日,禁中,以羽林兵入禁中誅之,0.9,PERSON_EVENT
P000906,E001630,参与,,,張漢陽徘徊於克復,0.9,PERSON_EVENT
P000907,E001631,进行,,,狄梁公哽咽以奏論,0.9,PERSON_EVENT
P000908,E001637,遭遇,,,桓、敬由之覆族,0.9,PERSON_EVENT
P000909,E001637,遭遇,,,桓、敬由之覆族,0.9,PERSON_EVENT
P000910,E001638,发起,,,節愍所以興戈,0.9,PERSON_EVENT
P000006,E001632,经历,,,遂得生還,0.9,PERSON_EVENT
P000006,E001634,经历,,,再握璇衡,0.9,PERSON_EVENT
P000006,E001639,遭遇,,,不免齊眉之禍,0.9,PERSON_EVENT
P000925,E001675,参与并阵亡,延和元年六月庚申,硎山,幽州都督孫儉...戰於硎山，為賊所敗，儉沒於陣,0.9,PERSON_EVENT
P000928,E001675,敌方首领,延和元年六月庚申,硎山,與奚首領李大輔戰於硎山,0.9,PERSON_EVENT
P000006,E001711,主導,景龍四年六月庚子夜,長安,遂以庚子夜率幽求等數十人自苑南入...分遣誅韋氏之黨,0.95,PERSON_EVENT
P000006,E001711,被誅,景龍四年六月庚子夜,飛騎營,韋庶人惶惑走入飛騎營，為亂兵所害,0.95,PERSON_EVENT
P000524,E001738,奏请,開元三年六月,,紫微令姚崇奏請差御史下諸道，促官吏遣人驅撲焚瘞，以救秋稼，從之。,0.9,PERSON_EVENT
P000979,E001745,发动,開元三年十一月丁亥,相州,丁亥，妖賊崔子巖等入相州作亂。,0.9,PERSON_EVENT
P000998,E001803,死亡,開元八年二月丁酉,,皇子敏薨,0.9,PERSON_EVENT
P000999,E001807,被击败,開元八年秋九月,涼州,涼州都督楊敬述為所敗,0.9,PERSON_EVENT
P000006,E001814,主持,开元九年夏四月甲戌,含元殿,上親策試應制舉人於含元殿,0.9,PERSON_EVENT
P000006,E001881,被废黜,開元十二年秋七月己卯,,廢皇后王氏為庶人,0.9,PERSON_EVENT
P001016,E001885,讨伐执行者,開元十二年冬,五溪,遣鎮軍大將軍兼內侍楊思勖討平之,0.9,PERSON_EVENT
P000006,E001942,批准,開元十七年八月癸亥,,百僚表請以每年八月五日為千秋節...仍編為令，從之。,0.9,PERSON_EVENT
P001022,E001956,率兵讨伐,開元二十年正月乙卯,,二十年春正月乙卯，以禮部尚書、信安王禕率兵討契丹。,0.9,PERSON_EVENT
P001022,E001960,参与作战,開元二十年三月,幽州之北山,三月，信安王禕與幽州長史趙含章大破奚、契丹於幽州之北山。,0.9,PERSON_EVENT
P001086,E001960,参与作战,開元二十年三月,幽州之北山,三月，信安王禕與幽州長史趙含章大破奚、契丹於幽州之北山。,0.9,PERSON_EVENT
P001086,E001968,涉案,開元二十年六月庚寅,朝堂,庚寅，幽州長史趙含章坐盜用庫物，左監門員外將軍楊元方受含章饋餉，並於朝堂決杖，流瀼州，皆賜死於路。,0.9,PERSON_EVENT
P001095,E001968,涉案,開元二十年六月庚寅,朝堂,庚寅，幽州長史趙含章坐盜用庫物，左監門員外將軍楊元方受含章饋餉，並於朝堂決杖，流瀼州，皆賜死於路。,0.9,PERSON_EVENT
P000006,E002045,下令,682年二月癸未日,,癸未，改元，赦天下。,0.9,PERSON_EVENT
P000337,E002102,当事人,687年庚午日,家,庚午，賜死於家。,0.9,PERSON_EVENT
P001201,E002145,上疏者,691年,,['御史中丞知大夫事李嗣真以酷吏縱橫，上疏'],0.99,PERSON_EVENT
P001262,E002254,上疏者,大足元年八月丙寅,,丙寅，武邑人蘇安恆上疏曰...,0.9,PERSON_EVENT
P000138,E002255,遇害者,大足元年九月壬申,,九月，壬申，太后皆逼令自殺。,0.9,PERSON_EVENT
P000147,E002255,遇害者,大足元年九月壬申,,九月，壬申，太后皆逼令自殺。,0.9,PERSON_EVENT
P000148,E002255,遇害者,大足元年九月壬申,,九月，壬申，太后皆逼令自殺。,0.9,PERSON_EVENT
P000542,E002310,主导,神龙元年正月癸卯日,玄武门、迎仙宫,癸卯，柬之、玄□、彥范與左威衞將軍薛思行等，帥左右羽林兵五百餘人至玄武門...,0.95,PERSON_EVENT
P000553,E002335,主谋,706年三月,东都,同皎與洛陽人張仲之、祖延慶、武當丞壽春周憬等潛結壯士，謀殺三思，因勒兵詣闕，廢皇后,0.9,PERSON_EVENT
P000916,E002338,主使,706年十二月戊戌,突骑施牙帐,安西大都護郭元振詣突騎施烏質勒牙帳議軍事...娑葛感其義，待元振如初,0.9,PERSON_EVENT
P000006,E002344,應對者,707年七月辛丑,玄武門,['上乃與韋後、安樂公主、上官婕妤登玄武門樓以避兵鋒'],0.9,PERSON_EVENT
P000006,E002374,主导,景云元年六月庚子,玄武门,庚子，晡時，隆基微服與幽求等入苑中...福順拔劍直入羽林營，斬韋璿、韋播、髙嵩以徇,0.9,PERSON_EVENT
P000006,E002373,谋害者,景云元年六月壬午,神龍殿,乃相與合謀，於餅餤中進毒。六月，壬午，中宗崩於神龍殿。,0.9,PERSON_EVENT
