:START_ID,:END_ID,relation,time,place,evidence,confidence:float,:TYPE
P000006,L000006,崩于,會昌六年三月甲子,,甲子，皇帝崩于大明宮，年三十三。,0.95,PERSON_PLACE
P000013,L000009,崩逝於,大中十三年八月癸巳,咸寧殿,癸巳，皇帝崩于咸寧殿，年五十。,0.95,PERSON_PLACE
P000012,L000143,议政,文宗即位后,,每延英對宰臣，率漏下十一刻。,0.9,PERSON_PLACE
P000326,L000484,所属朝代,,,宋 [[作者:歐陽修|歐陽修]],0.9,PERSON_PLACE
P000327,L000484,所属朝代,,,宋 [[作者:宋祁|宋祁]],0.9,PERSON_PLACE
P000659,L000314,起事於,咸通9年7月,桂州,七月，武寧軍節度糧料判官龐勛反于桂州。,0.95,PERSON_PLACE
P000670,L000378,奔至,文德元年四月戊辰,廬州,楊行密奔于廬州。,0.9,PERSON_PLACE
P000006,L000519,亲临,乾封元年正月甲午,曲阜县,幸孔子廟,0.9,PERSON_PLACE
P000006,L000521,亲临,乾封元年二月己未,亳州,幸老君廟,0.9,PERSON_PLACE
P000729,L000535,任职于,乾封二年秋八月丙辰,荊州大都督府,丙辰，東臺侍郎李安期出為荊州大都督府長史。,0.9,PERSON_PLACE
P000006,L000533,巡幸,总章元年二月戊寅,,二月戊寅，幸九成宮。,0.95,PERSON_PLACE
P000006,L000541,释奠,总章元年二月癸未,,皇太子弘釋奠於國學。,0.95,PERSON_PLACE
P000005,L000572,任职地,隋朝,,高祖初仕隋為扶風太守,0.9,PERSON_PLACE
P000739,L000306,迁徙至,咸亨元年秋七月,,仍徙於靈州界,0.9,PERSON_PLACE
P000744,L000866,籍贯,咸亨二年二月丁亥日,,雍州人梁金柱請出錢三千貫賑濟貧人,0.9,PERSON_PLACE
P000748,L000350,镇守,咸亨三年二月己卯,河西,二月己卯，侍中、永安郡公姜恪卒於河西鎮守。,0.95,PERSON_PLACE
P000006,L000533,幸,咸亨四年夏四月丙子,,夏四月丙子，幸九成宮。,0.9,PERSON_PLACE
P000006,L000802,還,咸亨四年冬十月庚子,,庚子，還京師。,0.9,PERSON_PLACE
P000753,L000593,所屬,咸亨四年十二月丙午,,十二月丙午，弓月、疏勒二國王入朝請降。,0.9,PERSON_PLACE
P000754,L000594,所屬,咸亨四年十二月丙午,,十二月丙午，弓月、疏勒二國王入朝請降。,0.9,PERSON_PLACE
P000006,L000604,亲蚕于,675年三月丁巳日,邙山之陽,天后親蠶於邙山之陽,0.9,PERSON_PLACE
P000006,L000587,薨于,675年四月己亥日,綺雲殿,皇太子弘薨於合璧宮之綺雲殿,0.9,PERSON_PLACE
P000006,L000587,幸,675年四月己亥日,合璧宮,時帝幸合璧宮,0.9,PERSON_PLACE
P000767,L000612,安置于,675年七月,澧州,慈州刺史、杞王上金坐事，於澧州安置,0.9,PERSON_PLACE
P000769,L000636,巡抚,儀鳳元年十二月戊午,,宰相來恆河南道,0.9,PERSON_PLACE
P000770,L000637,巡抚,儀鳳元年十二月戊午,,薛元超河北道,0.9,PERSON_PLACE
P000773,L000638,巡抚,儀鳳元年十二月戊午,,左丞崔知悌等江南道,0.9,PERSON_PLACE
P000006,L000630,安置于,儀鳳元年九月丙申,袁州,郇王素節削戶三分之二，於袁州安置。,0.9,PERSON_PLACE
P000006,L000640,躬籍田於,儀鳳二年春正月乙亥,,上躬籍田於東郊,0.9,PERSON_PLACE
P000006,L000641,幸,儀鳳二年春正月壬辰,,幸司竹園,0.9,PERSON_PLACE
P000006,L000533,前往,儀鳳三年五月壬戌,,五月壬戌，幸九成宮,0.9,PERSON_PLACE
P000006,L000645,宴会,儀鳳三年七月丁巳,,宴近臣諸親於咸亨殿,0.9,PERSON_PLACE
P000782,L000652,駐守,調露元年十月壬子,恆州,令將軍曹懷舜率兵往恆州守井陘,0.9,PERSON_PLACE
P000783,L001175,駐守,調露元年十月壬子,絳州,崔獻往絳州守龍門,0.9,PERSON_PLACE
P000798,L000658,居住,永隆元年二月戊午,,又幸隱士田游巖所居。,0.9,PERSON_PLACE
P000799,L000662,居住,永隆元年二月己未,逍遥谷,又幸逍遙谷道士潘師正所居。,0.9,PERSON_PLACE
P000006,L000227,流放至,開耀元年十一月癸卯日,,徙庶人賢於巴州,0.95,PERSON_PLACE
P000814,L000675,處決於,永隆二年六月壬子日,,斬於大理寺後園,0.95,PERSON_PLACE
P000006,L000802,留守,永淳元年四月丙寅日,,皇太子京師留守,0.9,PERSON_PLACE
P000006,L000697,臨幸,永淳二年春正月甲午,,幸奉天宮,0.9,PERSON_PLACE
P000006,L000181,返回,永淳二年夏四月己巳,,夏四月己巳，還東都。,0.9,PERSON_PLACE
P000831,L000101,侵犯,永淳二年二月庚午,,庚午，突厥寇定州、媯州之境。,0.9,PERSON_PLACE
P000831,L000705,侵犯,永淳二年二月庚午,,庚午，突厥寇定州、媯州之境。,0.9,PERSON_PLACE
P000006,L000718,籍贯,,,-{并}-州文水人也,0.9,PERSON_PLACE
P000006,L000720,居住,太宗崩后,,居感業寺,0.9,PERSON_PLACE
P000005,L000719,行军经过,义旗初起,,高祖行軍於汾、晉,0.9,PERSON_PLACE
P000096,L000721,任职于,弘道元年十二月庚午,,澤州刺史、韓王元嘉,0.9,PERSON_PLACE
P000171,L000259,任职于,弘道元年十二月庚午,,豫州刺史、滕王元嬰,0.9,PERSON_PLACE
P000163,L000099,任职于,弘道元年十二月庚午,,絳州刺史、魯王靈夔,0.9,PERSON_PLACE
P000098,L000271,任职于,弘道元年十二月庚午,,相州刺史、越王貞,0.9,PERSON_PLACE
P000391,L000722,任职于,弘道元年十二月庚午,,安州都督、紀王慎,0.9,PERSON_PLACE
P000006,L000723,被幽禁于,文明元年二月戊午,,幽於別所,0.9,PERSON_PLACE
P000006,L000724,居于,文明元年二月己未,,令居於別殿,0.9,PERSON_PLACE
P000006,L000227,死于,文明元年三月,,庶人賢死於巴州,0.9,PERSON_PLACE
P000006,L000228,被迁至,文明元年四月丁丑,,遷廬陵王哲於均州,0.9,PERSON_PLACE
P000835,L000174,寇,文明元年七月,,突厥骨咄祿、元珍寇朔州,0.9,PERSON_PLACE
P000829,L000174,寇,文明元年七月,,突厥骨咄祿、元珍寇朔州,0.9,PERSON_PLACE
P000342,L000241,据,光宅元年九月,,據揚州起兵,0.9,PERSON_PLACE
P000006,L000033,迁至,垂拱元年三月,,遷廬陵王哲於房州,0.9,PERSON_PLACE
P000336,L000240,配流至,垂拱元年五月,,納言王德真配流象州,0.9,PERSON_PLACE
P000337,L000728,被赐死于,垂拱三年夏四月庚午日,,劉禕之賜死於家,0.9,PERSON_PLACE
P000176,L000258,起兵于,垂拱四年八月壬寅,博州,博州刺史、瑯邪王沖據博州起兵,0.9,PERSON_PLACE
P000098,L000259,起兵于,垂拱四年八月庚戌,豫州,沖父豫州刺史、越王貞又舉兵於豫州,0.9,PERSON_PLACE
P000844,L000227,流放至,永昌元年七月,,流於巴州,0.9,PERSON_PLACE
P000362,L000266,流放至,永昌元年七月,,配流繡州,0.9,PERSON_PLACE
P000169,L000274,迁徙至,天授元年七月,,遷其父舒王元名於和州,0.9,PERSON_PLACE
P000471,L000678,被處決於,長壽二年春二月,,腰斬於都市,0.9,PERSON_PLACE
P000464,L000740,贬至,延载元年九月,,九月，內史李昭德左授欽州南賓縣尉。,0.9,PERSON_PLACE
P000006,L000188,亲享,延载元年春一月,,三年春一月，親享明堂。,0.9,PERSON_PLACE
P000006,L000181,奏请征敛,延载元年秋八月,,梁王武三思勸率諸蕃酋長奏請大征斂東都銅鐵，造天樞於端門之外，立頌以紀上之功業。,0.9,PERSON_PLACE
P000006,L000739,奏请造天枢于,延载元年秋八月,,梁王武三思勸率諸蕃酋長奏請大征斂東都銅鐵，造天樞於端門之外，立頌以紀上之功業。,0.9,PERSON_PLACE
P000006,L000027,祭祀,天冊萬歲元年九月,,親祀南郊,0.9,PERSON_PLACE
P000006,L000741,告祭,證聖元年正月庚子日,,以明堂災告廟,0.9,PERSON_PLACE
P000006,L000179,登封于,696年臘月甲申,嵩岳,上登封於嵩岳,0.9,PERSON_PLACE
P000006,L000698,禪于,696年臘月丁亥,少室山,禪於少室山,0.9,PERSON_PLACE
P000489,L000744,活动于,696年5月,营州,營州城傍契丹首領松漠都督李盡忠,0.9,PERSON_PLACE
P000006,L000033,被召于,聖歷元年三月,房州,召廬陵王哲於房州,0.9,PERSON_PLACE
P000528,L000147,来自,圣历二年夏四月,,吐蕃大論贊婆來奔,0.9,PERSON_PLACE
P000531,L000363,流放地,大足元年三月丙申,,丙申，鳳閣侍郎張錫坐贓配循州。,0.9,PERSON_PLACE
P000006,L000866,任职于,長安三年秋九月戊申,,戊申，相王旦為雍州牧。,0.9,PERSON_PLACE
P000208,L000764,贬谪至,長安三年秋九月,,左授端州高要尉。,0.9,PERSON_PLACE
P000006,L000767,崩于,神龍元年十一月壬寅日,上陽宮,崩於上陽宮之仙居殿,0.9,PERSON_PLACE
P000006,L000053,祔葬于,神龍二年五月庚申日,,祔葬於乾陵,0.9,PERSON_PLACE
P000006,L000802,生于,显庆元年十一月乙丑,,生於長安,0.9,PERSON_PLACE
P000006,L000228,迁于,嗣圣元年五月,,遷於均州,0.9,PERSON_PLACE
P000006,L000774,徙居,嗣圣元年,,徙居房陵,0.9,PERSON_PLACE
P000006,L000443,召还,圣历元年,,召還東都,0.9,PERSON_PLACE
P000481,L000781,寇犯,神龙二年十二月己卯,,十二月己卯，突厥默啜寇靈州鳴沙縣，靈武軍大總管沙吒忠義逆擊之，官軍敗績，死者三萬。,0.9,PERSON_PLACE
P000006,L000796,幸,景龍二年二月辛未,左金吾大將軍、陳國公陸頌宅,二月辛未，幸左金吾大將軍、陳國公陸頌宅。,0.9,PERSON_PLACE
P000006,L000798,幸,景龍二年四月己丑,長樂公主莊,己丑，幸長樂公主莊，即日還宮。,0.9,PERSON_PLACE
P000006,L000801,御,景龍二年十一月己卯,安福樓,帝及后御安福樓以觀之。,0.9,PERSON_PLACE
P000006,L000787,巡幸,景龍三年春正月癸酉,,幸薦福寺,0.9,PERSON_PLACE
P000006,L000803,宴飲,景龍三年春正月乙亥,,宴侍臣及近親於梨園亭,0.9,PERSON_PLACE
P000006,L000816,巡幸,景龙四年正月丙寅,,因幸中書令蕭至忠之第,0.9,PERSON_PLACE
P000006,L000136,巡幸,景龙四年正月己卯,,己卯，幸始平，送金城公主歸吐蕃,0.9,PERSON_PLACE
P000006,L000774,被贬至,,房陵,遷於房陵,0.9,PERSON_PLACE
P000006,L000802,出生,龙朔二年六月己未,长安,龍朔二年六月己未，生於長安。,0.9,PERSON_PLACE
P000006,L000081,徙居,革命时,,徙居東宮,0.9,PERSON_PLACE
P000006,L000430,率兵进入,景龙四年六月庚子,北軍,率兵入北軍,0.95,PERSON_PLACE
P000006,L000830,御临,景龙四年六月辛丑,安福門樓,帝挾少帝御安福門樓慰諭百姓,0.95,PERSON_PLACE
P000006,L000034,遷居,景雲二年正月甲子,,甲子，改封溫王重茂為襄王，遷於集州。,0.95,PERSON_PLACE
P000929,L000429,御臨,713年正月十五日,,上元日夜，上皇御安福門觀燈，出內人連袂踏歌，縱百僚觀之，一夜方罷。,0.9,PERSON_PLACE
P000006,L000468,御臨,713年二月,,皇帝御延喜門觀燈縱樂，凡三日夜。,0.9,PERSON_PLACE
P000006,L000831,御臨,713年七月甲子日,,兵部尚書郭元振從上御承天門樓，大赦天下,0.9,PERSON_PLACE
P000006,L000853,崩於,716年六月甲子日,,開元四年夏六月甲子，太上皇帝崩於百福殿，時年五十五。,0.9,PERSON_PLACE
P000006,L000854,葬於,716年十月庚午日,,冬十月庚午，葬於橋陵。,0.9,PERSON_PLACE
P000942,L000855,府邸,天后时期,,二張之第,0.9,PERSON_PLACE
P000943,L000856,府邸,孝和时期,,三王之門,0.9,PERSON_PLACE
P000006,L000181,出生地,垂拱元年八月戊寅,,垂拱元年秋八月戊寅，生於東都,0.95,PERSON_PLACE
P000006,L000858,居所,大足元年,,大足元年，從幸西京，賜宅於興慶坊,0.9,PERSON_PLACE
P000006,L000010,出发,713年7月4日,,率...出武德殿，入虔化門,0.9,PERSON_PLACE
P000976,L000152,来自,開元三年二月,,十姓部落左廂五咄六啜、右廂五弩失畢五俟斤，及高麗莫離支高文簡、都督鳷跌思太等，各率其眾自突厥相繼來奔，前後總二千餘帳。,0.9,PERSON_PLACE
P000977,L000152,来自,開元三年二月,,十姓部落左廂五咄六啜、右廂五弩失畢五俟斤，及高麗莫離支高文簡、都督鳷跌思太等，各率其眾自突厥相繼來奔，前後總二千餘帳。,0.9,PERSON_PLACE
P000006,L000887,巡幸,開元四年二月丙辰,,二月丙辰，幸新豐之溫湯。,0.9,PERSON_PLACE
P000006,L000853,崩逝于,開元四年六月癸亥,,癸亥，太上皇崩於百福殿,0.9,PERSON_PLACE
P000006,L000854,安葬于,開元四年十月庚午,,庚午，葬睿宗大聖貞皇帝於橋陵,0.9,PERSON_PLACE
P000006,L000887,幸,開元七年冬十月辛卯,,辛卯，幸新豐之溫湯。,0.9,PERSON_PLACE
P000006,L000541,詣,開元七年冬十月戊寅,,皇太子詣國學行齒胄禮,0.9,PERSON_PLACE
P000006,L000030,謁,開元八年春正月乙丑,太廟,皇太子謁太廟,0.9,PERSON_PLACE
P001002,L000907,寇,開元八年秋九月,甘州,突厥欲谷寇甘、涼等州,0.9,PERSON_PLACE
P001002,L000747,寇,開元八年秋九月,涼州,突厥欲谷寇甘、涼等州,0.9,PERSON_PLACE
P000831,L000747,寇,開元八年十一月辛未,涼州,突厥寇涼州,0.9,PERSON_PLACE
P000006,L000181,幸,開元十年正月丁巳日,東都,十年春正月丁巳，幸東都。,0.9,PERSON_PLACE
P000075,L000926,巡边,開元十年閏五月壬申日,朔方軍,兵部尚書張說往朔方軍巡邊,0.9,PERSON_PLACE
P001028,L000690,死亡地,開元十二年秋七月己卯后,,至藍田，賜死,0.9,PERSON_PLACE
P000006,L001175,巡幸,開元十三年二月戊午,,二月戊午，幸龍門，即日還宮。,0.95,PERSON_PLACE
